Geometry,County,Total cases,Total deaths,Cases this week,Deaths this week,"Cases this week per 100,000","Deaths this week per 100,000",Change in cases this week,Positivity rate this week,Community transmission level,Population,"Total cases per 100,000","Total deaths per 100,000"
"{""type"":""Polygon"",""coordinates"":[[[-86.318761,34.991169],[-86.311274,34.991098],[-86.30631699999999,34.974917],[-86.289371,34.968624999999996],[-86.287048,34.957738],[-86.259185,34.945375],[-86.256939,34.926483999999995],[-86.27223599999999,34.924099],[-86.28171999999999,34.938457],[-86.29601799999999,34.944784],[-86.311436,34.934833999999995],[-86.325569,34.937323],[-86.31130999999999,34.914794],[-86.31881899999999,34.902131],[-86.32943,34.901402],[-86.35130000000001,34.873661999999996],[-86.346966,34.857689],[-86.33435399999999,34.845839999999995],[-86.338324,34.835854],[-86.326546,34.831325],[-86.343541,34.81706],[-86.342202,34.797105],[-86.33496,34.793476999999996],[-86.341753,34.780861],[-86.337854,34.763039],[-86.34225099999999,34.74431],[-86.358121,34.735034],[-86.359034,34.63261],[-86.325807,34.609609],[-86.326853,34.599402999999995],[-86.303133,34.592633],[-86.30308099999999,34.579617],[-86.331423,34.573260999999995],[-86.328847,34.565242],[-86.306646,34.560738],[-86.31118699999999,34.539277],[-86.324499,34.529143999999995],[-86.32982,34.513131],[-86.33818099999999,34.510103],[-86.35517999999999,34.523489],[-86.36973499999999,34.513754],[-86.38294599999999,34.520953],[-86.392422,34.518378999999996],[-86.388926,34.500198999999995],[-86.412446,34.494155],[-86.423914,34.479580999999996],[-86.45396,34.483798],[-86.46891,34.475633],[-86.499988,34.482292],[-86.533445,34.502795],[-86.55055,34.539387],[-86.55016599999999,34.545963],[-86.553542,34.561659],[-86.577047,34.580602999999996],[-86.59301599999999,34.582811],[-86.61416899999999,34.577227],[-86.64639299999999,34.548921],[-86.66514,34.552092],[-86.675056,34.562824],[-86.676558,34.577794],[-86.689353,34.586425],[-86.709398,34.588369],[-86.721721,34.582709],[-86.75313799999999,34.555672],[-86.79005599999999,34.55079],[-86.786672,34.67669],[-86.783968,34.884775],[-86.783628,34.991948],[-86.70313399999999,34.992124],[-86.467941,34.990486],[-86.397202,34.991642],[-86.318761,34.991169]]]}",Madison County,113510,1053,298,0,78.5,0,-46.6%,14.6%,HIGH,388153,29244,271
"{""type"":""Polygon"",""coordinates"":[[[-87.930661,32.310573999999995],[-87.941974,32.314648999999996],[-87.951892,32.328915],[-87.963906,32.332774],[-87.97094299999999,32.344347],[-87.993862,32.347229999999996],[-88.019476,32.370461],[-88.046335,32.377086999999996],[-88.042323,32.410271],[-88.031623,32.43361],[-87.99456599999999,32.455242],[-87.975056,32.457558999999996],[-87.954149,32.472972],[-87.945065,32.491251],[-87.930606,32.500136999999995],[-87.91366599999999,32.518189],[-87.901264,32.523171999999995],[-87.85267999999999,32.515203],[-87.841507,32.525573],[-87.85342,32.532086],[-87.84514399999999,32.546687],[-87.822317,32.543748],[-87.82338299999999,32.520443],[-87.812559,32.52456],[-87.728521,32.524532],[-87.72874399999999,32.480917999999996],[-87.66329499999999,32.480744],[-87.524485,32.482028],[-87.524384,32.389786],[-87.52568199999999,32.379748],[-87.52429,32.307293],[-87.47308,32.307614],[-87.472206,32.264919],[-87.476495,32.267691],[-87.514578,32.265603999999996],[-87.523405,32.25483],[-87.521946,32.132816],[-87.624005,32.132345],[-87.622756,32.005482],[-87.667945,32.002158],[-87.66776899999999,31.991355],[-87.750005,31.990109999999998],[-87.865501,31.990564],[-87.935817,31.989911],[-88.07348999999999,31.990181999999997],[-88.09209299999999,32.00705],[-88.09507099999999,31.993077999999997],[-88.113584,32.00624],[-88.11743299999999,32.016819999999996],[-88.113399,32.041176],[-88.118344,32.051128999999996],[-88.09589,32.069846999999996],[-88.08477099999999,32.070824],[-88.07061499999999,32.0617],[-88.044715,32.082256],[-88.05220299999999,32.10177],[-88.03581199999999,32.14501],[-88.02136899999999,32.14495],[-88.007077,32.185313],[-88.012536,32.200826],[-88.00752299999999,32.219319],[-88.01505,32.23494],[-88.009453,32.261704],[-88.02012099999999,32.271769],[-88.019145,32.28524],[-88.00422499999999,32.283687],[-88.007316,32.293197],[-87.991395,32.294615],[-87.975667,32.307848],[-87.96789299999999,32.298249],[-87.948354,32.304089999999995],[-87.936757,32.301663999999995],[-87.944645,32.282953],[-87.92824999999999,32.287842999999995],[-87.930661,32.310573999999995]]]}",Marengo County,5992,115,6,0,32,0,-87.5%,6.7%,MODERATE,19323,31010,595
"{""type"":""Polygon"",""coordinates"":[[[-88.203864,34.086563999999996],[-88.173632,34.321054],[-88.05823099999999,34.316646],[-87.939933,34.313196],[-87.822931,34.310997],[-87.719028,34.309996999999996],[-87.634725,34.306996999999996],[-87.634385,34.21123],[-87.636573,34.12508],[-87.636118,34.002203],[-87.635932,33.915251],[-87.739581,33.914722999999995],[-87.863239,33.919511],[-87.951785,33.91993],[-87.95192899999999,34.022202],[-87.98742999999999,34.022903],[-87.98693,34.052102],[-88.021819,34.053743],[-88.207229,34.058333],[-88.203864,34.086563999999996]]]}",Marion County,9904,157,34,0,114.5,0,13.3%,17.5%,HIGH,29341,33755,535
"{""type"":""Polygon"",""coordinates"":[[[-86.149806,34.533633],[-86.13984599999999,34.533296],[-86.145333,34.520043],[-86.126378,34.533300000000004],[-86.11015499999999,34.5205],[-86.09784599999999,34.521696],[-86.099858,34.504214999999995],[-86.088567,34.482817],[-86.08964999999999,34.468319],[-86.082763,34.464473],[-86.057712,34.475994],[-86.110362,34.427797],[-86.10608599999999,34.200756],[-86.105611,34.186232],[-86.167161,34.187466],[-86.18795999999999,34.183690999999996],[-86.206107,34.17265],[-86.303516,34.099073],[-86.40901699999999,34.205002],[-86.45302,34.259316999999996],[-86.451111,34.274539],[-86.459648,34.27456],[-86.45944899999999,34.289148],[-86.47700499999999,34.289356999999995],[-86.477525,34.302758],[-86.581936,34.304694],[-86.58131999999999,34.371094],[-86.564858,34.472217],[-86.552782,34.539950999999995],[-86.55016599999999,34.545963],[-86.55055,34.539387],[-86.533445,34.502795],[-86.499988,34.482292],[-86.46891,34.475633],[-86.45396,34.483798],[-86.423914,34.479580999999996],[-86.412446,34.494155],[-86.388926,34.500198999999995],[-86.392422,34.518378999999996],[-86.38294599999999,34.520953],[-86.36973499999999,34.513754],[-86.35517999999999,34.523489],[-86.33818099999999,34.510103],[-86.32982,34.513131],[-86.324499,34.529143999999995],[-86.31118699999999,34.539277],[-86.306646,34.560738],[-86.328847,34.565242],[-86.331423,34.573260999999995],[-86.30308099999999,34.579617],[-86.303133,34.592633],[-86.326853,34.599402999999995],[-86.245611,34.600116],[-86.14846399999999,34.599069],[-86.149433,34.549746999999996],[-86.143265,34.541171999999996],[-86.149806,34.533633]]]}",Marshall County,32306,408,89,0,91.8,0,-34.1%,18.6%,HIGH,97612,33096,418
"{""type"":""Polygon"",""coordinates"":[[[-88.425432,30.998323],[-88.432007,31.114297999999998],[-88.329927,31.114357],[-88.329782,31.143821],[-88.022649,31.144267],[-87.98881999999999,31.173306],[-87.972869,31.162694],[-87.966284,31.148260999999998],[-87.939696,31.145805],[-87.94657699999999,31.121685],[-87.97622199999999,31.089534999999998],[-87.96324,31.068032],[-87.948702,31.067859],[-87.941152,31.048161],[-87.957352,31.029367999999998],[-87.95050599999999,31.022088999999998],[-87.96480000000001,31.008187],[-87.95661899999999,30.989777999999998],[-87.965187,30.967783999999998],[-87.943552,30.961772999999997],[-87.940546,30.951901],[-87.92833,30.946261],[-87.92429,30.935405],[-87.949901,30.926651999999997],[-87.95456899999999,30.911497999999998],[-87.98126099999999,30.886895],[-87.986931,30.875183999999997],[-87.980971,30.86187],[-87.954476,30.849407999999997],[-87.944546,30.827046],[-87.987065,30.811445],[-87.990601,30.794155],[-88.022198,30.774486999999997],[-88.026319,30.753358],[-88.014218,30.737935],[-88.01489699999999,30.722989],[-88.000997,30.698289],[-88.008943,30.682019999999998],[-87.99196099999999,30.670361999999997],[-87.987839,30.637148999999997],[-87.990765,30.544736999999998],[-88.00084199999999,30.53108],[-88.016207,30.404480999999997],[-88.037112,30.222433],[-88.037309,30.146561],[-88.07486899999999,30.147149],[-88.103417,30.166376999999997],[-88.13161,30.173620999999997],[-88.162022,30.200093],[-88.21631099999999,30.192422999999998],[-88.27793899999999,30.180070999999998],[-88.310302,30.177816],[-88.347719,30.190088],[-88.35975599999999,30.174536],[-88.38443099999999,30.158542999999998],[-88.388859,30.250200999999997],[-88.400618,30.476084],[-88.407338,30.613910999999998],[-88.412612,30.73559],[-88.418632,30.86657],[-88.425432,30.998323]]]}",Mobile County,132815,1768,332,2,80.4,0.5,-37.6%,13.4%,HIGH,414809,32018,426
"{""type"":""Polygon"",""coordinates"":[[[-87.50093,31.829251],[-87.22828299999999,31.831418],[-87.214084,31.828498],[-86.906899,31.830627999999997],[-86.90589899999999,31.753034999999997],[-86.933897,31.746157999999998],[-86.948725,31.734883],[-86.979895,31.726179],[-86.989524,31.718225999999998],[-87.024141,31.712559],[-87.052284,31.716760999999998],[-87.060954,31.704848],[-87.055967,31.677380999999997],[-87.07833099999999,31.666342999999998],[-87.091352,31.652262999999998],[-87.104719,31.651778999999998],[-87.13505099999999,31.642417],[-87.1374,31.614445999999997],[-87.14512599999999,31.587168],[-87.158925,31.566139999999997],[-87.160629,31.547472],[-87.167733,31.534800999999998],[-87.166581,31.519561],[-87.208551,31.457285],[-87.227797,31.454362999999997],[-87.243826,31.438685999999997],[-87.269013,31.420208],[-87.27564,31.410345],[-87.29672099999999,31.401277999999998],[-87.318568,31.377852999999998],[-87.332179,31.355251],[-87.346527,31.349622999999998],[-87.359763,31.317746999999997],[-87.39320599999999,31.300853],[-87.420796,31.276519999999998],[-87.427455,31.260385999999997],[-87.489206,31.260075999999998],[-87.507297,31.248845],[-87.52301,31.247911],[-87.53603,31.23728],[-87.559287,31.227290999999997],[-87.5874,31.238747],[-87.61589,31.244457999999998],[-87.632226,31.242931],[-87.654815,31.249654],[-87.676419,31.261992],[-87.690614,31.282916],[-87.701714,31.285228999999998],[-87.717944,31.303307],[-87.765152,31.297345999999997],[-87.778594,31.305737999999998],[-87.784796,31.324672],[-87.765247,31.348782],[-87.76523,31.362244999999998],[-87.754542,31.362326999999997],[-87.753579,31.340559],[-87.746399,31.333261],[-87.729509,31.336585999999997],[-87.722758,31.343621],[-87.725837,31.373741],[-87.714637,31.384148999999997],[-87.70604499999999,31.400957],[-87.685531,31.407556],[-87.665572,31.423166],[-87.63964899999999,31.424768],[-87.622706,31.410736999999997],[-87.60313699999999,31.409556],[-87.574727,31.433826999999997],[-87.56336,31.464696],[-87.565708,31.481683],[-87.605064,31.500162],[-87.620425,31.51223],[-87.619844,31.519049],[-87.599256,31.527441],[-87.56541299999999,31.553573],[-87.566841,31.697115],[-87.516131,31.697823999999997],[-87.518363,31.814386],[-87.500953,31.814017999999997],[-87.50093,31.829251]]]}",Monroe County,6524,87,39,0,190.6,0,44.4%,12.3%,HIGH,19772,32996,440
"{""type"":""Polygon"",""coordinates"":[[[-86.496774,32.344437],[-86.492772,32.361587],[-86.476703,32.364418],[-86.462497,32.378135],[-86.45561599999999,32.405806999999996],[-86.444721,32.399840999999995],[-86.425072,32.402437],[-86.411172,32.409937],[-86.395909,32.416015],[-86.398398,32.426941],[-86.34447,32.432635999999995],[-86.319779,32.419821999999996],[-86.311889,32.411170999999996],[-86.306722,32.419347],[-86.325165,32.443526999999996],[-86.31597099999999,32.449635],[-86.30798399999999,32.467008],[-86.314087,32.486173],[-86.30539,32.488774],[-86.290252,32.472608],[-86.276718,32.486257],[-86.262023,32.486523999999996],[-86.262006,32.501689999999996],[-86.237068,32.49498],[-86.22139,32.479842999999995],[-86.22655999999999,32.468587],[-86.213988,32.474553],[-86.198075,32.45138],[-86.188885,32.456297],[-86.181933,32.445982],[-86.193998,32.44139],[-86.19008,32.432474],[-86.177257,32.440439999999995],[-86.154242,32.434346999999995],[-86.151034,32.424636],[-86.12545,32.434049],[-86.13034999999999,32.423339999999996],[-86.116329,32.417026],[-86.08627899999999,32.42165],[-86.078063,32.412714],[-86.046402,32.406146],[-86.042547,32.417926],[-86.023012,32.419978],[-86.010941,32.404309999999995],[-86.014579,32.38429],[-85.993667,32.357908],[-85.991367,32.336081],[-85.970812,32.333894],[-85.95938699999999,32.324025999999996],[-85.954133,32.301846999999995],[-85.940602,32.287447],[-85.92373599999999,32.282961],[-85.919293,32.274381999999996],[-85.98655699999999,32.272342],[-85.98654599999999,32.250636],[-85.999157,32.250543],[-85.996853,32.051049],[-85.99556299999999,31.967554],[-86.191379,31.966452999999998],[-86.302217,31.965065],[-86.30361599999999,32.051663999999995],[-86.40627599999999,32.050731],[-86.408771,32.244309],[-86.445567,32.263722],[-86.458974,32.274056],[-86.48483999999999,32.276393999999996],[-86.491055,32.301622],[-86.473415,32.324126],[-86.488934,32.342352],[-86.496774,32.344437]]]}",Montgomery County,71485,1003,310,0,138,0,-36.9%,7.9%,HIGH,228954,31222,438
"{""type"":""Polygon"",""coordinates"":[[[-87.10507299999999,34.686037],[-87.08550199999999,34.669525],[-87.049814,34.649738],[-87.03532299999999,34.652042],[-86.992053,34.627297],[-86.972899,34.6132],[-86.90720499999999,34.579792],[-86.86011599999999,34.567128],[-86.838554,34.556632],[-86.79005599999999,34.55079],[-86.75313799999999,34.555672],[-86.721721,34.582709],[-86.709398,34.588369],[-86.689353,34.586425],[-86.676558,34.577794],[-86.675056,34.562824],[-86.66514,34.552092],[-86.64639299999999,34.548921],[-86.61416899999999,34.577227],[-86.59301599999999,34.582811],[-86.577047,34.580602999999996],[-86.553542,34.561659],[-86.55016599999999,34.545963],[-86.552782,34.539950999999995],[-86.564858,34.472217],[-86.58131999999999,34.371094],[-86.581936,34.304694],[-86.85488699999999,34.308361999999995],[-86.973625,34.311548],[-87.09197999999999,34.312295999999996],[-87.11011099999999,34.313798999999996],[-87.110199,34.370885],[-87.106994,34.498977],[-87.10507299999999,34.686037]]]}",Morgan County,45443,549,145,0,121,0,-36.7%,17.8%,HIGH,123421,36820,445
"{""type"":""Polygon"",""coordinates"":[[[-87.4212,32.874508],[-87.319473,32.875124],[-87.31918399999999,32.831522],[-87.23328599999999,32.832239],[-87.223663,32.835149],[-87.155294,32.835285999999996],[-87.01915699999999,32.837033999999996],[-87.01776199999999,32.729532],[-87.033255,32.695844],[-87.03208099999999,32.664],[-87.04353499999999,32.64295],[-87.047873,32.620776],[-87.040319,32.603882],[-87.057007,32.584443],[-87.08140499999999,32.570428],[-87.07725599999999,32.557364],[-87.08184399999999,32.537078],[-87.089967,32.534416],[-87.100724,32.504737],[-87.11651499999999,32.487659],[-87.220981,32.486989],[-87.233798,32.484372],[-87.338709,32.482887999999996],[-87.423153,32.482965],[-87.42286999999999,32.375136999999995],[-87.42174399999999,32.308101],[-87.47308,32.307614],[-87.52429,32.307293],[-87.52568199999999,32.379748],[-87.524384,32.389786],[-87.524485,32.482028],[-87.52519799999999,32.655713],[-87.47391499999999,32.655867],[-87.473807,32.728189],[-87.472194,32.743451],[-87.472174,32.830619999999996],[-87.421387,32.830829],[-87.4212,32.874508]]]}",Perry County,2612,49,12,0,138.1,0,20%,12%,HIGH,8511,30690,576
"{""type"":""Polygon"",""coordinates"":[[[-88.274619,33.534008],[-88.095518,33.52942],[-87.946519,33.524065],[-87.840683,33.524839],[-87.838228,33.409267],[-87.838572,33.281621],[-87.836596,33.186316999999995],[-87.837521,33.153636999999996],[-87.876792,33.13919],[-87.94691,33.108137],[-87.954337,33.091549],[-87.96834799999999,33.078235],[-87.981493,33.080615],[-87.989516,33.073143],[-88.00478199999999,33.073462],[-88.03148,33.061284],[-88.039371,33.053635],[-88.031568,33.042155],[-88.046311,33.035925999999996],[-88.06499699999999,33.051344],[-88.077783,33.052695],[-88.073593,33.044517],[-88.086075,33.036246999999996],[-88.115209,33.041804],[-88.150184,33.036428],[-88.142928,33.02536],[-88.171757,33.008668],[-88.171852,32.99586],[-88.232903,32.994897],[-88.34043199999999,32.991199],[-88.315235,33.203322],[-88.304434,33.28832],[-88.274619,33.534008]]]}",Pickens County,6210,121,14,0,70.7,0,-46.2%,21.4%,HIGH,19123,32474,633
"{""type"":""Polygon"",""coordinates"":[[[-85.996853,32.051049],[-85.984054,32.047453],[-85.975912,32.054425],[-85.911755,32.054752],[-85.911458,32.047354999999996],[-85.893652,32.047351],[-85.892651,31.989053],[-85.88425,31.981852],[-85.88435,31.967253],[-85.790048,31.967253999999997],[-85.79104699999999,31.880357],[-85.657668,31.880274999999997],[-85.67759099999999,31.856779999999997],[-85.668309,31.834486],[-85.674511,31.819594],[-85.667056,31.793428],[-85.66623,31.772876999999998],[-85.674117,31.758626],[-85.695602,31.747833999999997],[-85.705108,31.731714999999998],[-85.706122,31.707244999999997],[-85.717911,31.698031999999998],[-85.716146,31.660504999999997],[-85.73685499999999,31.623718],[-85.748251,31.618047999999998],[-85.789142,31.617963999999997],[-85.99994799999999,31.619311],[-86.145895,31.617741],[-86.179672,31.616414],[-86.178677,31.628190999999998],[-86.15888199999999,31.64754],[-86.160056,31.660234],[-86.14714699999999,31.663149999999998],[-86.146975,31.757647],[-86.14833899999999,31.790951],[-86.199378,31.79045],[-86.19940799999999,31.807861],[-86.182949,31.83239],[-86.186224,31.838722999999998],[-86.182307,31.870286999999998],[-86.173091,31.893143],[-86.17496899999999,31.930597],[-86.179802,31.935948],[-86.185796,31.962607],[-86.191379,31.966452999999998],[-85.99556299999999,31.967554],[-85.996853,32.051049]]]}",Pike County,9082,141,26,0,78.9,0,-43.5%,17.7%,HIGH,33009,27514,427
"{""type"":""Polygon"",""coordinates"":[[[-85.64348199999999,33.495885],[-85.468442,33.494543],[-85.35257299999999,33.492438],[-85.354491,33.498866],[-85.304439,33.482884],[-85.29380499999999,33.428098],[-85.23651799999999,33.129559],[-85.232378,33.108077],[-85.51974899999999,33.10866],[-85.593177,33.10734],[-85.653654,33.106634],[-85.65308,33.212117],[-85.650466,33.306154],[-85.641435,33.305959],[-85.641132,33.323932],[-85.649915,33.324211],[-85.644491,33.430006],[-85.64348199999999,33.495885]]]}",Randolph County,6339,78,27,0,117.8,0,-43.8%,5.1%,HIGH,21967,28857,355
"{""type"":""Polygon"",""coordinates"":[[[-85.00102,32.510157],[-84.99483,32.4861],[-84.998531,32.468742],[-84.99352999999999,32.450742999999996],[-84.971831,32.442842999999996],[-84.96343,32.422544],[-84.97943099999999,32.412244],[-84.98040999999999,32.400785],[-84.968762,32.393009],[-84.983002,32.391953],[-84.986282,32.380336],[-84.97196199999999,32.377697999999995],[-84.985322,32.372513999999995],[-84.98386599999999,32.362386],[-85.004582,32.345196],[-85.002791,32.322427999999995],[-84.988826,32.319172],[-84.9338,32.29826],[-84.924728,32.287301],[-84.888519,32.260869],[-84.901191,32.258373999999996],[-84.90722699999999,32.249049],[-84.924427,32.250149],[-84.91272699999999,32.24335],[-84.92302699999999,32.230851],[-84.929527,32.219251],[-84.973328,32.21765],[-84.980229,32.207751],[-84.961728,32.198551],[-84.974428,32.191252],[-85.009224,32.181646],[-85.045593,32.143758],[-85.06206,32.132486],[-85.045063,32.088063],[-85.053232,32.080604],[-85.056029,32.063055],[-85.18506699999999,32.061707999999996],[-85.19141499999999,32.064594],[-85.195747,32.081843],[-85.22912,32.102706999999995],[-85.236261,32.123664999999995],[-85.259778,32.13854],[-85.257747,32.148251],[-85.410241,32.146651],[-85.427441,32.146550999999995],[-85.433543,32.234648],[-85.434739,32.316427],[-85.434045,32.409839999999996],[-85.33014299999999,32.410841999999995],[-85.333843,32.468638999999996],[-85.11942499999999,32.471486],[-85.059294,32.472909],[-85.06091699999999,32.509195999999996],[-85.00102,32.510157]]]}",Russell County,12728,100,49,0,84.1,0,-38.8%,17.6%,HIGH,59183,21506,169
"{""type"":""Polygon"",""coordinates"":[[[-86.325622,33.940146999999996],[-86.31897699999999,33.952264],[-86.290127,33.983719],[-86.274422,33.988628],[-86.267871,33.975359],[-86.25158499999999,33.965604],[-86.230207,33.982787],[-86.199164,33.988918],[-86.18976599999999,33.983454],[-86.192669,33.973712],[-86.168089,33.965181],[-86.16537,33.926578],[-86.149202,33.920564999999996],[-86.14271699999999,33.899391],[-86.11247399999999,33.903998],[-86.10889,33.881202],[-86.096668,33.861365],[-86.073123,33.865783],[-86.056979,33.85778],[-86.055071,33.845222],[-86.065272,33.842197999999996],[-86.051439,33.824134],[-86.064944,33.808944],[-86.064364,33.797775],[-86.048671,33.778698999999996],[-86.043993,33.763594999999995],[-86.062578,33.759895],[-86.081597,33.742973],[-86.09916199999999,33.736438],[-86.116587,33.723802],[-86.123882,33.710789],[-86.134812,33.716054],[-86.146225,33.702176],[-86.145562,33.679097999999996],[-86.15511699999999,33.67163],[-86.17087099999999,33.679331999999995],[-86.176619,33.696643],[-86.200574,33.69469],[-86.200788,33.67682],[-86.172437,33.659831],[-86.164884,33.636629],[-86.16948,33.619236],[-86.20073099999999,33.610198],[-86.184185,33.597352],[-86.18665399999999,33.591633],[-86.215479,33.593886],[-86.22101699999999,33.587919],[-86.208596,33.55986],[-86.18981199999999,33.547238],[-86.195893,33.538683],[-86.226579,33.52055],[-86.235328,33.494532],[-86.253259,33.488844],[-86.265604,33.496352],[-86.263094,33.512118],[-86.281999,33.509895],[-86.28732,33.487277999999996],[-86.29475599999999,33.483398],[-86.307327,33.454532],[-86.324286,33.443227],[-86.329323,33.431778],[-86.347802,33.409686],[-86.36483299999999,33.405825],[-86.378665,33.390983],[-86.378222,33.502410999999995],[-86.481939,33.502544],[-86.481549,33.546073],[-86.51678299999999,33.545896],[-86.51674299999999,33.553379],[-86.54303399999999,33.553964],[-86.551986,33.560888999999996],[-86.551345,33.619969999999995],[-86.54277499999999,33.619842999999996],[-86.542817,33.634374],[-86.53416,33.634358],[-86.534065,33.656133],[-86.525424,33.656053],[-86.52507299999999,33.721236],[-86.533902,33.72121],[-86.53381,33.735459999999996],[-86.542642,33.735636],[-86.54275799999999,33.765173],[-86.577799,33.765316],[-86.577528,33.801977],[-86.521771,33.801901],[-86.512492,33.810794],[-86.480295,33.815151],[-86.44528,33.825977],[-86.43771699999999,33.819981],[-86.405981,33.835896],[-86.39151199999999,33.852725],[-86.366008,33.872868],[-86.34811499999999,33.880871],[-86.339338,33.894843],[-86.34950099999999,33.906982],[-86.32215,33.932427],[-86.325622,33.940146999999996]]]}",St. Clair County,32162,439,108,0,119,0,-47.6%,16.9%,HIGH,91103,35303,482
"{""type"":""Polygon"",""coordinates"":[[[-87.02684599999999,33.246459],[-86.98288699999999,33.246007],[-86.96957499999999,33.267474],[-86.948137,33.267327],[-86.947925,33.274639],[-86.92616699999999,33.27816],[-86.926135,33.296529],[-86.89136599999999,33.31848],[-86.88251799999999,33.332687],[-86.830597,33.332015],[-86.830229,33.360766],[-86.813429,33.360526],[-86.804436,33.367502],[-86.778644,33.366878],[-86.778356,33.388940999999996],[-86.76114,33.388365],[-86.752579,33.399132],[-86.752387,33.417308],[-86.718131,33.416316],[-86.717747,33.430779],[-86.70035399999999,33.430346],[-86.69201799999999,33.451962],[-86.67445,33.451738],[-86.674418,33.466521],[-86.60450999999999,33.467053],[-86.604585,33.474179],[-86.587046,33.481572],[-86.587071,33.496072999999996],[-86.57786,33.496122],[-86.56062399999999,33.517511999999996],[-86.54334399999999,33.517288],[-86.54313599999999,33.524392],[-86.51719899999999,33.524136],[-86.51678299999999,33.545896],[-86.481549,33.546073],[-86.481939,33.502544],[-86.378222,33.502410999999995],[-86.378665,33.390983],[-86.37352299999999,33.383010999999996],[-86.352857,33.372537],[-86.341512,33.355489],[-86.343514,33.349182],[-86.36810799999999,33.34167],[-86.36738,33.32049],[-86.35734,33.296917],[-86.39334099999999,33.27543],[-86.41028399999999,33.27294],[-86.433527,33.282623],[-86.42437,33.260562],[-86.435527,33.241994],[-86.45802599999999,33.241434],[-86.46648499999999,33.224489],[-86.460978,33.202929999999995],[-86.471991,33.196435],[-86.486144,33.201867],[-86.50312699999999,33.179144],[-86.483468,33.15952],[-86.482985,33.14828],[-86.46665999999999,33.136272],[-86.459926,33.125116999999996],[-86.48028699999999,33.115318],[-86.491029,33.102944],[-86.512106,33.085876],[-86.50602599999999,33.067748],[-86.520061,33.056987],[-86.517344,33.020565999999995],[-86.53685899999999,33.024433],[-86.563261,33.01954],[-86.567487,33.027417],[-86.598271,33.046245],[-86.60403199999999,33.055085999999996],[-86.616435,33.053858999999996],[-86.61000299999999,33.070003],[-86.824835,33.068529999999996],[-86.881638,33.071861],[-86.881182,33.049901],[-86.898519,33.04981],[-86.898596,33.057058999999995],[-86.916217,33.057145999999996],[-86.919969,33.064321],[-86.933972,33.064059],[-86.93399199999999,33.078797],[-86.95165899999999,33.078741],[-86.950876,33.098585],[-86.969291,33.098397],[-86.969563,33.158135],[-86.974369,33.161707],[-87.003868,33.162008],[-87.025596,33.165794999999996],[-87.02684599999999,33.246459]]]}",Shelby County,75240,479,237,0,107,0,-31.5%,16.8%,HIGH,223024,33736,215
"{""type"":""Polygon"",""coordinates"":[[[-88.347887,32.929082],[-88.34043199999999,32.991199],[-88.232903,32.994897],[-88.171852,32.99586],[-88.167338,32.970551],[-88.157349,32.964582],[-88.16527599999999,32.954321],[-88.18406399999999,32.962452],[-88.182362,32.945689],[-88.172299,32.942892],[-88.17532899999999,32.932093],[-88.196302,32.935651],[-88.20731599999999,32.924782],[-88.189754,32.910731],[-88.179966,32.871674999999996],[-88.154973,32.852874],[-88.167082,32.83762],[-88.17805299999999,32.838135],[-88.178343,32.828534999999995],[-88.162453,32.829955999999996],[-88.147278,32.824866],[-88.132685,32.832853],[-88.105407,32.798412],[-88.098691,32.795884],[-88.07324,32.804563],[-88.06447299999999,32.792189],[-88.07933799999999,32.772948],[-88.10298,32.779426],[-88.109633,32.770989],[-88.101427,32.739261],[-88.08187199999999,32.719428],[-88.08538,32.709054],[-88.115864,32.701039],[-88.107142,32.689223],[-88.07822999999999,32.684002],[-88.05148,32.696992],[-88.040898,32.687667999999995],[-88.057987,32.674383999999996],[-88.052926,32.662372999999995],[-88.055004,32.646482],[-88.07902399999999,32.63859],[-88.07915899999999,32.619684],[-88.05372899999999,32.593052],[-88.034508,32.598805999999996],[-88.00988699999999,32.600721],[-87.97700499999999,32.610780999999996],[-87.94729699999999,32.626827],[-87.92868899999999,32.632284],[-87.91182099999999,32.624764],[-87.90484099999999,32.614576],[-87.87723799999999,32.622084],[-87.85812,32.620793],[-87.84088899999999,32.605762999999996],[-87.86019399999999,32.590888],[-87.862095,32.606484],[-87.882628,32.609722999999995],[-87.89858699999999,32.598802],[-87.898355,32.592321],[-87.875014,32.571824],[-87.87381099999999,32.544286],[-87.85342,32.532086],[-87.841507,32.525573],[-87.85267999999999,32.515203],[-87.901264,32.523171999999995],[-87.91366599999999,32.518189],[-87.930606,32.500136999999995],[-87.945065,32.491251],[-87.954149,32.472972],[-87.975056,32.457558999999996],[-87.99456599999999,32.455242],[-88.031623,32.43361],[-88.042323,32.410271],[-88.046335,32.377086999999996],[-88.019476,32.370461],[-87.993862,32.347229999999996],[-87.97094299999999,32.344347],[-87.963906,32.332774],[-87.951892,32.328915],[-87.941974,32.314648999999996],[-87.930661,32.310573999999995],[-88.005241,32.309322],[-88.20911199999999,32.307573999999995],[-88.317483,32.307656],[-88.421453,32.308679999999995],[-88.388797,32.578123],[-88.36831099999999,32.750130999999996],[-88.347887,32.929082]]]}",Sumter County,3083,55,16,0,130.9,0,-42.9%,0%,HIGH,12345,24974,446
