"","DtCaseOrDeathOrTest","Jurisdiction","MPctPos7Naat"
"67862",2022-12-17,"TALLADEGA","15.2%"
"67863",2022-12-18,"TALLADEGA","15.9%"
"67864",2022-12-19,"TALLADEGA","15.6%"
"67865",2022-12-20,"TALLADEGA","14.1%"
"67866",2022-12-21,"TALLADEGA","15%"
"67867",2022-12-22,"TALLADEGA","13.9%"
"67868",2022-12-23,"TALLADEGA","15.9%"
"67869",2022-12-24,"TALLADEGA","16.8%"
"67870",2022-12-25,"TALLADEGA","16%"
"67871",2022-12-26,"TALLADEGA","17.2%"
"67872",2022-12-27,"TALLADEGA","18.6%"
"67873",2022-12-28,"TALLADEGA","18.5%"
"67874",2022-12-29,"TALLADEGA","18.7%"
"67875",2022-12-30,"TALLADEGA","18.1%"
"67876",2022-12-31,"TALLADEGA","17.1%"
"67877",2023-01-01,"TALLADEGA","18.9%"
"67878",2023-01-02,"TALLADEGA","18.6%"
"67879",2023-01-03,"TALLADEGA","19.9%"
"67880",2023-01-04,"TALLADEGA","19.1%"
"67881",2023-01-05,"TALLADEGA","19%"
"67882",2023-01-06,"TALLADEGA","17.2%"
"67883",2023-01-07,"TALLADEGA","18.9%"
"67884",2023-01-08,"TALLADEGA","17.7%"
"67885",2023-01-09,"TALLADEGA","18.1%"
"67886",2023-01-10,"TALLADEGA","16.9%"
"67887",2023-01-11,"TALLADEGA","16.8%"
"67888",2023-01-12,"TALLADEGA","17.1%"
"67889",2023-01-13,"TALLADEGA","20.8%"
"67890",2023-01-14,"TALLADEGA","20.6%"
"67891",2023-01-15,"TALLADEGA","19.7%"
"67892",2023-01-16,"TALLADEGA","19.5%"
"67893",2023-01-17,"TALLADEGA","19.9%"
"67894",2020-01-01,"TALLAPOOSA","0%"
"67895",2020-01-02,"TALLAPOOSA","0%"
"67896",2020-01-03,"TALLAPOOSA","0%"
"67897",2020-01-04,"TALLAPOOSA","0%"
"67898",2020-01-05,"TALLAPOOSA","0%"
"67899",2020-01-06,"TALLAPOOSA","0%"
"67900",2020-01-07,"TALLAPOOSA","0%"
"67901",2020-01-08,"TALLAPOOSA","0%"
"67902",2020-01-09,"TALLAPOOSA","0%"
"67903",2020-01-10,"TALLAPOOSA","0%"
"67904",2020-01-11,"TALLAPOOSA","0%"
"67905",2020-01-12,"TALLAPOOSA","0%"
"67906",2020-01-13,"TALLAPOOSA","0%"
"67907",2020-01-14,"TALLAPOOSA","0%"
"67908",2020-01-15,"TALLAPOOSA","0%"
"67909",2020-01-16,"TALLAPOOSA","0%"
"67910",2020-01-17,"TALLAPOOSA","0%"
"67911",2020-01-18,"TALLAPOOSA","0%"
"67912",2020-01-19,"TALLAPOOSA","0%"
"67913",2020-01-20,"TALLAPOOSA","0%"
"67914",2020-01-21,"TALLAPOOSA","0%"
"67915",2020-01-22,"TALLAPOOSA","0%"
"67916",2020-01-23,"TALLAPOOSA","0%"
"67917",2020-01-24,"TALLAPOOSA","0%"
"67918",2020-01-25,"TALLAPOOSA","0%"
"67919",2020-01-26,"TALLAPOOSA","0%"
"67920",2020-01-27,"TALLAPOOSA","0%"
"67921",2020-01-28,"TALLAPOOSA","0%"
"67922",2020-01-29,"TALLAPOOSA","0%"
"67923",2020-01-30,"TALLAPOOSA","0%"
"67924",2020-01-31,"TALLAPOOSA","0%"
"67925",2020-02-01,"TALLAPOOSA","0%"
"67926",2020-02-02,"TALLAPOOSA","0%"
"67927",2020-02-03,"TALLAPOOSA","0%"
"67928",2020-02-04,"TALLAPOOSA","0%"
"67929",2020-02-05,"TALLAPOOSA","0%"
"67930",2020-02-06,"TALLAPOOSA","0%"
"67931",2020-02-07,"TALLAPOOSA","0%"
"67932",2020-02-08,"TALLAPOOSA","0%"
"67933",2020-02-09,"TALLAPOOSA","0%"
"67934",2020-02-10,"TALLAPOOSA","0%"
"67935",2020-02-11,"TALLAPOOSA","0%"
"67936",2020-02-12,"TALLAPOOSA","0%"
"67937",2020-02-13,"TALLAPOOSA","0%"
"67938",2020-02-14,"TALLAPOOSA","0%"
"67939",2020-02-15,"TALLAPOOSA","0%"
"67940",2020-02-16,"TALLAPOOSA","0%"
"67941",2020-02-17,"TALLAPOOSA","0%"
"67942",2020-02-18,"TALLAPOOSA","0%"
"67943",2020-02-19,"TALLAPOOSA","0%"
"67944",2020-02-20,"TALLAPOOSA","0%"
"67945",2020-02-21,"TALLAPOOSA","0%"
"67946",2020-02-22,"TALLAPOOSA","0%"
"67947",2020-02-23,"TALLAPOOSA","0%"
"67948",2020-02-24,"TALLAPOOSA","0%"
"67949",2020-02-25,"TALLAPOOSA","0%"
"67950",2020-02-26,"TALLAPOOSA","0%"
"67951",2020-02-27,"TALLAPOOSA","0%"
"67952",2020-02-28,"TALLAPOOSA","0%"
"67953",2020-02-29,"TALLAPOOSA","0%"
"67954",2020-03-01,"TALLAPOOSA","0%"
"67955",2020-03-02,"TALLAPOOSA","0%"
"67956",2020-03-03,"TALLAPOOSA","0%"
"67957",2020-03-04,"TALLAPOOSA","0%"
"67958",2020-03-05,"TALLAPOOSA","0%"
"67959",2020-03-06,"TALLAPOOSA","0%"
"67960",2020-03-07,"TALLAPOOSA","0%"
"67961",2020-03-08,"TALLAPOOSA","0%"
"67962",2020-03-09,"TALLAPOOSA","0%"
"67963",2020-03-10,"TALLAPOOSA","0%"
"67964",2020-03-11,"TALLAPOOSA","0%"
"67965",2020-03-12,"TALLAPOOSA","0%"
"67966",2020-03-13,"TALLAPOOSA","0%"
"67967",2020-03-14,"TALLAPOOSA","0%"
"67968",2020-03-15,"TALLAPOOSA","0%"
"67969",2020-03-16,"TALLAPOOSA","0%"
"67970",2020-03-17,"TALLAPOOSA","4.6%"
"67971",2020-03-18,"TALLAPOOSA","3.4%"
"67972",2020-03-19,"TALLAPOOSA","2.5%"
"67973",2020-03-20,"TALLAPOOSA","2.2%"
"67974",2020-03-21,"TALLAPOOSA","2.1%"
"67975",2020-03-22,"TALLAPOOSA","2%"
"67976",2020-03-23,"TALLAPOOSA","6.6%"
"67977",2020-03-24,"TALLAPOOSA","8.2%"
"67978",2020-03-25,"TALLAPOOSA","8.8%"
"67979",2020-03-26,"TALLAPOOSA","12.2%"
"67980",2020-03-27,"TALLAPOOSA","13.8%"
"67981",2020-03-28,"TALLAPOOSA","20.1%"
"67982",2020-03-29,"TALLAPOOSA","13.8%"
"67983",2020-03-30,"TALLAPOOSA","11.7%"
"67984",2020-03-31,"TALLAPOOSA","12.2%"
"67985",2020-04-01,"TALLAPOOSA","12.9%"
"67986",2020-04-02,"TALLAPOOSA","13.2%"
"67987",2020-04-03,"TALLAPOOSA","15.7%"
"67988",2020-04-04,"TALLAPOOSA","14.7%"
"67989",2020-04-05,"TALLAPOOSA","18.6%"
"67990",2020-04-06,"TALLAPOOSA","25.6%"
"67991",2020-04-07,"TALLAPOOSA","28%"
"67992",2020-04-08,"TALLAPOOSA","30%"
"67993",2020-04-09,"TALLAPOOSA","30.1%"
"67994",2020-04-10,"TALLAPOOSA","31.3%"
"67995",2020-04-11,"TALLAPOOSA","30.7%"
"67996",2020-04-12,"TALLAPOOSA","31.3%"
"67997",2020-04-13,"TALLAPOOSA","33.6%"
"67998",2020-04-14,"TALLAPOOSA","31.7%"
"67999",2020-04-15,"TALLAPOOSA","28.9%"
"68000",2020-04-16,"TALLAPOOSA","30.7%"
"68001",2020-04-17,"TALLAPOOSA","28.7%"
"68002",2020-04-18,"TALLAPOOSA","32.8%"
"68003",2020-04-19,"TALLAPOOSA","33.7%"
"68004",2020-04-20,"TALLAPOOSA","31.6%"
"68005",2020-04-21,"TALLAPOOSA","32.9%"
"68006",2020-04-22,"TALLAPOOSA","34%"
"68007",2020-04-23,"TALLAPOOSA","34.7%"
"68008",2020-04-24,"TALLAPOOSA","35.2%"
"68009",2020-04-25,"TALLAPOOSA","31.9%"
"68010",2020-04-26,"TALLAPOOSA","30.7%"
"68011",2020-04-27,"TALLAPOOSA","29.4%"
"68012",2020-04-28,"TALLAPOOSA","24.5%"
"68013",2020-04-29,"TALLAPOOSA","26.1%"
"68014",2020-04-30,"TALLAPOOSA","22.3%"
"68015",2020-05-01,"TALLAPOOSA","18.8%"
"68016",2020-05-02,"TALLAPOOSA","17.9%"
"68017",2020-05-03,"TALLAPOOSA","16.8%"
"68018",2020-05-04,"TALLAPOOSA","15.6%"
"68019",2020-05-05,"TALLAPOOSA","15%"
"68020",2020-05-06,"TALLAPOOSA","12.9%"
"68021",2020-05-07,"TALLAPOOSA","13%"
"68022",2020-05-08,"TALLAPOOSA","12.6%"
"68023",2020-05-09,"TALLAPOOSA","11.9%"
"68024",2020-05-10,"TALLAPOOSA","12.8%"
"68025",2020-05-11,"TALLAPOOSA","13%"
"68026",2020-05-12,"TALLAPOOSA","15.3%"
"68027",2020-05-13,"TALLAPOOSA","14.5%"
"68028",2020-05-14,"TALLAPOOSA","15.4%"
"68029",2020-05-15,"TALLAPOOSA","15.4%"
"68030",2020-05-16,"TALLAPOOSA","15.1%"
"68031",2020-05-17,"TALLAPOOSA","14.4%"
"68032",2020-05-18,"TALLAPOOSA","14.8%"
"68033",2020-05-19,"TALLAPOOSA","13.6%"
"68034",2020-05-20,"TALLAPOOSA","14.7%"
"68035",2020-05-21,"TALLAPOOSA","13.6%"
"68036",2020-05-22,"TALLAPOOSA","14.8%"
"68037",2020-05-23,"TALLAPOOSA","14.8%"
"68038",2020-05-24,"TALLAPOOSA","15.2%"
"68039",2020-05-25,"TALLAPOOSA","15.9%"
"68040",2020-05-26,"TALLAPOOSA","17.4%"
"68041",2020-05-27,"TALLAPOOSA","16.3%"
"68042",2020-05-28,"TALLAPOOSA","16.4%"
"68043",2020-05-29,"TALLAPOOSA","15.1%"
"68044",2020-05-30,"TALLAPOOSA","15.3%"
"68045",2020-05-31,"TALLAPOOSA","15%"
"68046",2020-06-01,"TALLAPOOSA","13.7%"
"68047",2020-06-02,"TALLAPOOSA","11.9%"
"68048",2020-06-03,"TALLAPOOSA","11.7%"
"68049",2020-06-04,"TALLAPOOSA","10.5%"
"68050",2020-06-05,"TALLAPOOSA","11.1%"
"68051",2020-06-06,"TALLAPOOSA","11.5%"
"68052",2020-06-07,"TALLAPOOSA","11.8%"
"68053",2020-06-08,"TALLAPOOSA","9.8%"
"68054",2020-06-09,"TALLAPOOSA","9.1%"
"68055",2020-06-10,"TALLAPOOSA","7.7%"
"68056",2020-06-11,"TALLAPOOSA","7.8%"
"68057",2020-06-12,"TALLAPOOSA","6.5%"
"68058",2020-06-13,"TALLAPOOSA","6.6%"
"68059",2020-06-14,"TALLAPOOSA","6.1%"
"68060",2020-06-15,"TALLAPOOSA","7.4%"
"68061",2020-06-16,"TALLAPOOSA","7.9%"
"68062",2020-06-17,"TALLAPOOSA","8.9%"
"68063",2020-06-18,"TALLAPOOSA","9.9%"
"68064",2020-06-19,"TALLAPOOSA","9.5%"
"68065",2020-06-20,"TALLAPOOSA","8.7%"
"68066",2020-06-21,"TALLAPOOSA","9%"
"68067",2020-06-22,"TALLAPOOSA","8%"
"68068",2020-06-23,"TALLAPOOSA","7.5%"
"68069",2020-06-24,"TALLAPOOSA","7%"
"68070",2020-06-25,"TALLAPOOSA","6.8%"
"68071",2020-06-26,"TALLAPOOSA","8.9%"
"68072",2020-06-27,"TALLAPOOSA","9%"
"68073",2020-06-28,"TALLAPOOSA","8.8%"
"68074",2020-06-29,"TALLAPOOSA","10.5%"
"68075",2020-06-30,"TALLAPOOSA","12.1%"
"68076",2020-07-01,"TALLAPOOSA","12.7%"
"68077",2020-07-02,"TALLAPOOSA","12.6%"
"68078",2020-07-03,"TALLAPOOSA","12%"
"68079",2020-07-04,"TALLAPOOSA","12.4%"
"68080",2020-07-05,"TALLAPOOSA","12.7%"
"68081",2020-07-06,"TALLAPOOSA","11.4%"
"68082",2020-07-07,"TALLAPOOSA","10.2%"
"68083",2020-07-08,"TALLAPOOSA","10%"
"68084",2020-07-09,"TALLAPOOSA","10.2%"
"68085",2020-07-10,"TALLAPOOSA","9.8%"
"68086",2020-07-11,"TALLAPOOSA","9.1%"
"68087",2020-07-12,"TALLAPOOSA","9.3%"
"68088",2020-07-13,"TALLAPOOSA","10.9%"
"68089",2020-07-14,"TALLAPOOSA","10.5%"
"68090",2020-07-15,"TALLAPOOSA","10.6%"
"68091",2020-07-16,"TALLAPOOSA","10.2%"
"68092",2020-07-17,"TALLAPOOSA","10.4%"
"68093",2020-07-18,"TALLAPOOSA","11.3%"
"68094",2020-07-19,"TALLAPOOSA","11.6%"
"68095",2020-07-20,"TALLAPOOSA","10.5%"
"68096",2020-07-21,"TALLAPOOSA","10.3%"
"68097",2020-07-22,"TALLAPOOSA","10.3%"
"68098",2020-07-23,"TALLAPOOSA","9.6%"
"68099",2020-07-24,"TALLAPOOSA","9.1%"
"68100",2020-07-25,"TALLAPOOSA","8.7%"
"68101",2020-07-26,"TALLAPOOSA","8.2%"
"68102",2020-07-27,"TALLAPOOSA","7.7%"
"68103",2020-07-28,"TALLAPOOSA","7.5%"
"68104",2020-07-29,"TALLAPOOSA","6.9%"
"68105",2020-07-30,"TALLAPOOSA","8.1%"
"68106",2020-07-31,"TALLAPOOSA","9.8%"
"68107",2020-08-01,"TALLAPOOSA","10%"
"68108",2020-08-02,"TALLAPOOSA","10.8%"
"68109",2020-08-03,"TALLAPOOSA","10%"
"68110",2020-08-04,"TALLAPOOSA","10.3%"
"68111",2020-08-05,"TALLAPOOSA","9.8%"
"68112",2020-08-06,"TALLAPOOSA","10.1%"
"68113",2020-08-07,"TALLAPOOSA","8.9%"
"68114",2020-08-08,"TALLAPOOSA","8.2%"
"68115",2020-08-09,"TALLAPOOSA","7.7%"
"68116",2020-08-10,"TALLAPOOSA","7.6%"
"68117",2020-08-11,"TALLAPOOSA","6.4%"
"68118",2020-08-12,"TALLAPOOSA","6.8%"
"68119",2020-08-13,"TALLAPOOSA","5.6%"
"68120",2020-08-14,"TALLAPOOSA","5.4%"
"68121",2020-08-15,"TALLAPOOSA","5.7%"
"68122",2020-08-16,"TALLAPOOSA","5.5%"
"68123",2020-08-17,"TALLAPOOSA","4.6%"
"68124",2020-08-18,"TALLAPOOSA","5.3%"
"68125",2020-08-19,"TALLAPOOSA","4.7%"
"68126",2020-08-20,"TALLAPOOSA","4.5%"
"68127",2020-08-21,"TALLAPOOSA","4.5%"
"68128",2020-08-22,"TALLAPOOSA","4.4%"
"68129",2020-08-23,"TALLAPOOSA","4.2%"
"68130",2020-08-24,"TALLAPOOSA","4.7%"
"68131",2020-08-25,"TALLAPOOSA","4.4%"
"68132",2020-08-26,"TALLAPOOSA","4.9%"
"68133",2020-08-27,"TALLAPOOSA","5.3%"
"68134",2020-08-28,"TALLAPOOSA","5%"
"68135",2020-08-29,"TALLAPOOSA","5.5%"
"68136",2020-08-30,"TALLAPOOSA","5.3%"
"68137",2020-08-31,"TALLAPOOSA","4.9%"
"68138",2020-09-01,"TALLAPOOSA","5.1%"
"68139",2020-09-02,"TALLAPOOSA","4.4%"
"68140",2020-09-03,"TALLAPOOSA","4.1%"
"68141",2020-09-04,"TALLAPOOSA","4.3%"
"68142",2020-09-05,"TALLAPOOSA","3.7%"
"68143",2020-09-06,"TALLAPOOSA","3.8%"
"68144",2020-09-07,"TALLAPOOSA","4.1%"
"68145",2020-09-08,"TALLAPOOSA","4.1%"
"68146",2020-09-09,"TALLAPOOSA","3.9%"
"68147",2020-09-10,"TALLAPOOSA","3.7%"
"68148",2020-09-11,"TALLAPOOSA","4.2%"
"68149",2020-09-12,"TALLAPOOSA","4.3%"
"68150",2020-09-13,"TALLAPOOSA","4.3%"
"68151",2020-09-14,"TALLAPOOSA","3.9%"
"68152",2020-09-15,"TALLAPOOSA","3.8%"
"68153",2020-09-16,"TALLAPOOSA","3.7%"
"68154",2020-09-17,"TALLAPOOSA","3.4%"
"68155",2020-09-18,"TALLAPOOSA","2.4%"
"68156",2020-09-19,"TALLAPOOSA","2.3%"
"68157",2020-09-20,"TALLAPOOSA","2.1%"
"68158",2020-09-21,"TALLAPOOSA","2.3%"
"68159",2020-09-22,"TALLAPOOSA","2.3%"
"68160",2020-09-23,"TALLAPOOSA","2%"
"68161",2020-09-24,"TALLAPOOSA","1.9%"
"68162",2020-09-25,"TALLAPOOSA","2.1%"
"68163",2020-09-26,"TALLAPOOSA","2.2%"
"68164",2020-09-27,"TALLAPOOSA","3.1%"
"68165",2020-09-28,"TALLAPOOSA","3.4%"
"68166",2020-09-29,"TALLAPOOSA","3.6%"
"68167",2020-09-30,"TALLAPOOSA","4.5%"
"68168",2020-10-01,"TALLAPOOSA","5.4%"
"68169",2020-10-02,"TALLAPOOSA","5.4%"
"68170",2020-10-03,"TALLAPOOSA","5.9%"
"68171",2020-10-04,"TALLAPOOSA","4.9%"
"68172",2020-10-05,"TALLAPOOSA","6.2%"
"68173",2020-10-06,"TALLAPOOSA","5.5%"
"68174",2020-10-07,"TALLAPOOSA","5.4%"
"68175",2020-10-08,"TALLAPOOSA","5.2%"
"68176",2020-10-09,"TALLAPOOSA","5.1%"
"68177",2020-10-10,"TALLAPOOSA","4.3%"
"68178",2020-10-11,"TALLAPOOSA","4.1%"
"68179",2020-10-12,"TALLAPOOSA","2.6%"
"68180",2020-10-13,"TALLAPOOSA","2.8%"
"68181",2020-10-14,"TALLAPOOSA","2.9%"
"68182",2020-10-15,"TALLAPOOSA","2.5%"
"68183",2020-10-16,"TALLAPOOSA","2.8%"
"68184",2020-10-17,"TALLAPOOSA","3%"
"68185",2020-10-18,"TALLAPOOSA","3.3%"
"68186",2020-10-19,"TALLAPOOSA","3.5%"
"68187",2020-10-20,"TALLAPOOSA","3.5%"
"68188",2020-10-21,"TALLAPOOSA","3.7%"
"68189",2020-10-22,"TALLAPOOSA","5.1%"
"68190",2020-10-23,"TALLAPOOSA","5.4%"
"68191",2020-10-24,"TALLAPOOSA","5.5%"
"68192",2020-10-25,"TALLAPOOSA","5.4%"
"68193",2020-10-26,"TALLAPOOSA","5.9%"
"68194",2020-10-27,"TALLAPOOSA","4.6%"
"68195",2020-10-28,"TALLAPOOSA","4.3%"
"68196",2020-10-29,"TALLAPOOSA","3.8%"
"68197",2020-10-30,"TALLAPOOSA","3.2%"
"68198",2020-10-31,"TALLAPOOSA","3%"
"68199",2020-11-01,"TALLAPOOSA","3.3%"
"68200",2020-11-02,"TALLAPOOSA","3.2%"
"68201",2020-11-03,"TALLAPOOSA","3.6%"
"68202",2020-11-04,"TALLAPOOSA","4%"
"68203",2020-11-05,"TALLAPOOSA","4.1%"
"68204",2020-11-06,"TALLAPOOSA","4.7%"
"68205",2020-11-07,"TALLAPOOSA","4.7%"
"68206",2020-11-08,"TALLAPOOSA","4.8%"
"68207",2020-11-09,"TALLAPOOSA","5.2%"
"68208",2020-11-10,"TALLAPOOSA","6.6%"
"68209",2020-11-11,"TALLAPOOSA","6.7%"
"68210",2020-11-12,"TALLAPOOSA","7.1%"
"68211",2020-11-13,"TALLAPOOSA","7%"
"68212",2020-11-14,"TALLAPOOSA","7.1%"
"68213",2020-11-15,"TALLAPOOSA","7.5%"
"68214",2020-11-16,"TALLAPOOSA","7.3%"
"68215",2020-11-17,"TALLAPOOSA","7%"
"68216",2020-11-18,"TALLAPOOSA","6.2%"
"68217",2020-11-19,"TALLAPOOSA","6.2%"
"68218",2020-11-20,"TALLAPOOSA","6.6%"
"68219",2020-11-21,"TALLAPOOSA","6.7%"
"68220",2020-11-22,"TALLAPOOSA","6.9%"
"68221",2020-11-23,"TALLAPOOSA","6.1%"
"68222",2020-11-24,"TALLAPOOSA","6.2%"
"68223",2020-11-25,"TALLAPOOSA","6.8%"
"68224",2020-11-26,"TALLAPOOSA","7%"
"68225",2020-11-27,"TALLAPOOSA","6.4%"
"68226",2020-11-28,"TALLAPOOSA","6.4%"
"68227",2020-11-29,"TALLAPOOSA","5.9%"
"68228",2020-11-30,"TALLAPOOSA","7.5%"
"68229",2020-12-01,"TALLAPOOSA","6.7%"
"68230",2020-12-02,"TALLAPOOSA","6.4%"
"68231",2020-12-03,"TALLAPOOSA","5.7%"
"68232",2020-12-04,"TALLAPOOSA","6.2%"
"68233",2020-12-05,"TALLAPOOSA","6.2%"
"68234",2020-12-06,"TALLAPOOSA","6.1%"
"68235",2020-12-07,"TALLAPOOSA","5%"
"68236",2020-12-08,"TALLAPOOSA","5.1%"
"68237",2020-12-09,"TALLAPOOSA","5.8%"
"68238",2020-12-10,"TALLAPOOSA","6.2%"
"68239",2020-12-11,"TALLAPOOSA","6.6%"
"68240",2020-12-12,"TALLAPOOSA","6.7%"
"68241",2020-12-13,"TALLAPOOSA","6.4%"
"68242",2020-12-14,"TALLAPOOSA","8.7%"
"68243",2020-12-15,"TALLAPOOSA","9.7%"
"68244",2020-12-16,"TALLAPOOSA","10.2%"
"68245",2020-12-17,"TALLAPOOSA","11.8%"
"68246",2020-12-18,"TALLAPOOSA","11.3%"
"68247",2020-12-19,"TALLAPOOSA","11.3%"
"68248",2020-12-20,"TALLAPOOSA","12%"
"68249",2020-12-21,"TALLAPOOSA","13.5%"
"68250",2020-12-22,"TALLAPOOSA","15.6%"
"68251",2020-12-23,"TALLAPOOSA","17.1%"
"68252",2020-12-24,"TALLAPOOSA","17.2%"
"68253",2020-12-25,"TALLAPOOSA","18.6%"
"68254",2020-12-26,"TALLAPOOSA","18.6%"
"68255",2020-12-27,"TALLAPOOSA","18.2%"
"68256",2020-12-28,"TALLAPOOSA","18%"
"68257",2020-12-29,"TALLAPOOSA","16.6%"
"68258",2020-12-30,"TALLAPOOSA","15.3%"
"68259",2020-12-31,"TALLAPOOSA","15.3%"
"68260",2021-01-01,"TALLAPOOSA","16.2%"
"68261",2021-01-02,"TALLAPOOSA","17%"
"68262",2021-01-03,"TALLAPOOSA","18.9%"
"68263",2021-01-04,"TALLAPOOSA","20%"
"68264",2021-01-05,"TALLAPOOSA","20%"
"68265",2021-01-06,"TALLAPOOSA","18.7%"
"68266",2021-01-07,"TALLAPOOSA","17.3%"
"68267",2021-01-08,"TALLAPOOSA","14.8%"
"68268",2021-01-09,"TALLAPOOSA","13.6%"
"68269",2021-01-10,"TALLAPOOSA","12.6%"
"68270",2021-01-11,"TALLAPOOSA","10.6%"
"68271",2021-01-12,"TALLAPOOSA","9.9%"
"68272",2021-01-13,"TALLAPOOSA","10%"
"68273",2021-01-14,"TALLAPOOSA","9.9%"
"68274",2021-01-15,"TALLAPOOSA","10.6%"
"68275",2021-01-16,"TALLAPOOSA","10.6%"
"68276",2021-01-17,"TALLAPOOSA","10.6%"
"68277",2021-01-18,"TALLAPOOSA","11%"
"68278",2021-01-19,"TALLAPOOSA","10.7%"
"68279",2021-01-20,"TALLAPOOSA","11.5%"
"68280",2021-01-21,"TALLAPOOSA","11.9%"
"68281",2021-01-22,"TALLAPOOSA","12.9%"
"68282",2021-01-23,"TALLAPOOSA","13.3%"
"68283",2021-01-24,"TALLAPOOSA","13.3%"
"68284",2021-01-25,"TALLAPOOSA","13.4%"
"68285",2021-01-26,"TALLAPOOSA","13.6%"
"68286",2021-01-27,"TALLAPOOSA","13.2%"
"68287",2021-01-28,"TALLAPOOSA","12.4%"
"68288",2021-01-29,"TALLAPOOSA","12.2%"
"68289",2021-01-30,"TALLAPOOSA","12.4%"
"68290",2021-01-31,"TALLAPOOSA","12.9%"
"68291",2021-02-01,"TALLAPOOSA","13.9%"
"68292",2021-02-02,"TALLAPOOSA","14%"
"68293",2021-02-03,"TALLAPOOSA","12.7%"
"68294",2021-02-04,"TALLAPOOSA","13.4%"
"68295",2021-02-05,"TALLAPOOSA","12%"
"68296",2021-02-06,"TALLAPOOSA","11.2%"
"68297",2021-02-07,"TALLAPOOSA","10.5%"
"68298",2021-02-08,"TALLAPOOSA","8.2%"
"68299",2021-02-09,"TALLAPOOSA","7.9%"
"68300",2021-02-10,"TALLAPOOSA","7.9%"
"68301",2021-02-11,"TALLAPOOSA","8.1%"
"68302",2021-02-12,"TALLAPOOSA","7.7%"
"68303",2021-02-13,"TALLAPOOSA","7.9%"
"68304",2021-02-14,"TALLAPOOSA","7.9%"
"68305",2021-02-15,"TALLAPOOSA","8.6%"
"68306",2021-02-16,"TALLAPOOSA","8.9%"
"68307",2021-02-17,"TALLAPOOSA","7.7%"
"68308",2021-02-18,"TALLAPOOSA","7.3%"
"68309",2021-02-19,"TALLAPOOSA","7.9%"
"68310",2021-02-20,"TALLAPOOSA","7.6%"
"68311",2021-02-21,"TALLAPOOSA","7.4%"
"68312",2021-02-22,"TALLAPOOSA","6.9%"
"68313",2021-02-23,"TALLAPOOSA","6.9%"
"68314",2021-02-24,"TALLAPOOSA","7.5%"
"68315",2021-02-25,"TALLAPOOSA","7.4%"
"68316",2021-02-26,"TALLAPOOSA","6.7%"
"68317",2021-02-27,"TALLAPOOSA","7.3%"
"68318",2021-02-28,"TALLAPOOSA","7.1%"
"68319",2021-03-01,"TALLAPOOSA","7.6%"
"68320",2021-03-02,"TALLAPOOSA","8.2%"
"68321",2021-03-03,"TALLAPOOSA","8.4%"
"68322",2021-03-04,"TALLAPOOSA","8%"
"68323",2021-03-05,"TALLAPOOSA","8.5%"
"68324",2021-03-06,"TALLAPOOSA","8.2%"
"68325",2021-03-07,"TALLAPOOSA","8.3%"
"68326",2021-03-08,"TALLAPOOSA","7.4%"
"68327",2021-03-09,"TALLAPOOSA","6%"
"68328",2021-03-10,"TALLAPOOSA","5.4%"
"68329",2021-03-11,"TALLAPOOSA","5.9%"
"68330",2021-03-12,"TALLAPOOSA","5.8%"
"68331",2021-03-13,"TALLAPOOSA","6%"
"68332",2021-03-14,"TALLAPOOSA","5.7%"
"68333",2021-03-15,"TALLAPOOSA","4.8%"
"68334",2021-03-16,"TALLAPOOSA","5.4%"
"68335",2021-03-17,"TALLAPOOSA","5.3%"
"68336",2021-03-18,"TALLAPOOSA","4.6%"
"68337",2021-03-19,"TALLAPOOSA","4.3%"
"68338",2021-03-20,"TALLAPOOSA","4.3%"
"68339",2021-03-21,"TALLAPOOSA","4.1%"
"68340",2021-03-22,"TALLAPOOSA","4.5%"
"68341",2021-03-23,"TALLAPOOSA","3.3%"
"68342",2021-03-24,"TALLAPOOSA","3.6%"
"68343",2021-03-25,"TALLAPOOSA","3.5%"
"68344",2021-03-26,"TALLAPOOSA","2.6%"
"68345",2021-03-27,"TALLAPOOSA","1.7%"
"68346",2021-03-28,"TALLAPOOSA","2.3%"
"68347",2021-03-29,"TALLAPOOSA","2.1%"
"68348",2021-03-30,"TALLAPOOSA","2.4%"
"68349",2021-03-31,"TALLAPOOSA","2.4%"
"68350",2021-04-01,"TALLAPOOSA","2%"
"68351",2021-04-02,"TALLAPOOSA","3.2%"
"68352",2021-04-03,"TALLAPOOSA","3.2%"
"68353",2021-04-04,"TALLAPOOSA","3%"
"68354",2021-04-05,"TALLAPOOSA","3.8%"
"68355",2021-04-06,"TALLAPOOSA","4.5%"
"68356",2021-04-07,"TALLAPOOSA","5%"
"68357",2021-04-08,"TALLAPOOSA","5%"
"68358",2021-04-09,"TALLAPOOSA","5.3%"
"68359",2021-04-10,"TALLAPOOSA","5.5%"
"68360",2021-04-11,"TALLAPOOSA","4.7%"
"68361",2021-04-12,"TALLAPOOSA","3.5%"
"68362",2021-04-13,"TALLAPOOSA","3.6%"
"68363",2021-04-14,"TALLAPOOSA","3%"
"68364",2021-04-15,"TALLAPOOSA","3.5%"
"68365",2021-04-16,"TALLAPOOSA","3.3%"
"68366",2021-04-17,"TALLAPOOSA","4.3%"
"68367",2021-04-18,"TALLAPOOSA","4.2%"
"68368",2021-04-19,"TALLAPOOSA","5.2%"
"68369",2021-04-20,"TALLAPOOSA","5.4%"
"68370",2021-04-21,"TALLAPOOSA","5%"
