"","DtCaseOrDeathOrTest","Jurisdiction","MPctChg7Case"
"67977",2020-09-01,"SUMTER","-14.3%"
"67978",2020-09-02,"SUMTER","-44.4%"
"67979",2020-09-03,"SUMTER","-55.6%"
"67980",2020-09-04,"SUMTER","-66.7%"
"67981",2020-09-05,"SUMTER","-66.7%"
"67982",2020-09-06,"SUMTER","-70%"
"67983",2020-09-07,"SUMTER","-75%"
"67984",2020-09-08,"SUMTER","-66.7%"
"67985",2020-09-09,"SUMTER","-80%"
"67986",2020-09-10,"SUMTER","-50%"
"67987",2020-09-11,"SUMTER","33.3%"
"67988",2020-09-12,"SUMTER","33.3%"
"67989",2020-09-13,"SUMTER","66.7%"
"67990",2020-09-14,"SUMTER","200%"
"67991",2020-09-15,"SUMTER","200%"
"67992",2020-09-16,"SUMTER","600%"
"67993",2020-09-17,"SUMTER","300%"
"67994",2020-09-18,"SUMTER","100%"
"67995",2020-09-19,"SUMTER","125%"
"67996",2020-09-20,"SUMTER","120%"
"67997",2020-09-21,"SUMTER","100%"
"67998",2020-09-22,"SUMTER","116.7%"
"67999",2020-09-23,"SUMTER","71.4%"
"68000",2020-09-24,"SUMTER","37.5%"
"68001",2020-09-25,"SUMTER","12.5%"
"68002",2020-09-26,"SUMTER","-11.1%"
"68003",2020-09-27,"SUMTER","-63.6%"
"68004",2020-09-28,"SUMTER","-75%"
"68005",2020-09-29,"SUMTER","-84.6%"
"68006",2020-09-30,"SUMTER","-83.3%"
"68007",2020-10-01,"SUMTER","-81.8%"
"68008",2020-10-02,"SUMTER","-66.7%"
"68009",2020-10-03,"SUMTER","-50%"
"68010",2020-10-04,"SUMTER","25%"
"68011",2020-10-05,"SUMTER","66.7%"
"68012",2020-10-06,"SUMTER","350%"
"68013",2020-10-07,"SUMTER","450%"
"68014",2020-10-08,"SUMTER","400%"
"68015",2020-10-09,"SUMTER","266.7%"
"68016",2020-10-10,"SUMTER","175%"
"68017",2020-10-11,"SUMTER","100%"
"68018",2020-10-12,"SUMTER","120%"
"68019",2020-10-13,"SUMTER","0%"
"68020",2020-10-14,"SUMTER","-27.3%"
"68021",2020-10-15,"SUMTER","-10%"
"68022",2020-10-16,"SUMTER","-27.3%"
"68023",2020-10-17,"SUMTER","-36.4%"
"68024",2020-10-18,"SUMTER","-30%"
"68025",2020-10-19,"SUMTER","-36.4%"
"68026",2020-10-20,"SUMTER","0%"
"68027",2020-10-21,"SUMTER","12.5%"
"68028",2020-10-22,"SUMTER","0%"
"68029",2020-10-23,"SUMTER","0%"
"68030",2020-10-24,"SUMTER","14.3%"
"68031",2020-10-25,"SUMTER","28.6%"
"68032",2020-10-26,"SUMTER","57.1%"
"68033",2020-10-27,"SUMTER","66.7%"
"68034",2020-10-28,"SUMTER","66.7%"
"68035",2020-10-29,"SUMTER","55.6%"
"68036",2020-10-30,"SUMTER","75%"
"68037",2020-10-31,"SUMTER","87.5%"
"68038",2020-11-01,"SUMTER","77.8%"
"68039",2020-11-02,"SUMTER","63.6%"
"68040",2020-11-03,"SUMTER","-20%"
"68041",2020-11-04,"SUMTER","33.3%"
"68042",2020-11-05,"SUMTER","71.4%"
"68043",2020-11-06,"SUMTER","78.6%"
"68044",2020-11-07,"SUMTER","80%"
"68045",2020-11-08,"SUMTER","56.3%"
"68046",2020-11-09,"SUMTER","38.9%"
"68047",2020-11-10,"SUMTER","116.7%"
"68048",2020-11-11,"SUMTER","-15%"
"68049",2020-11-12,"SUMTER","-20.8%"
"68050",2020-11-13,"SUMTER","-12%"
"68051",2020-11-14,"SUMTER","-22.2%"
"68052",2020-11-15,"SUMTER","-12%"
"68053",2020-11-16,"SUMTER","-24%"
"68054",2020-11-17,"SUMTER","-23.1%"
"68055",2020-11-18,"SUMTER","52.9%"
"68056",2020-11-19,"SUMTER","15.8%"
"68057",2020-11-20,"SUMTER","4.5%"
"68058",2020-11-21,"SUMTER","4.8%"
"68059",2020-11-22,"SUMTER","0%"
"68060",2020-11-23,"SUMTER","31.6%"
"68061",2020-11-24,"SUMTER","40%"
"68062",2020-11-25,"SUMTER","7.7%"
"68063",2020-11-26,"SUMTER","27.3%"
"68064",2020-11-27,"SUMTER","13%"
"68065",2020-11-28,"SUMTER","22.7%"
"68066",2020-11-29,"SUMTER","27.3%"
"68067",2020-11-30,"SUMTER","4%"
"68068",2020-12-01,"SUMTER","10.7%"
"68069",2020-12-02,"SUMTER","14.3%"
"68070",2020-12-03,"SUMTER","21.4%"
"68071",2020-12-04,"SUMTER","46.2%"
"68072",2020-12-05,"SUMTER","48.1%"
"68073",2020-12-06,"SUMTER","46.4%"
"68074",2020-12-07,"SUMTER","65.4%"
"68075",2020-12-08,"SUMTER","22.6%"
"68076",2020-12-09,"SUMTER","87.5%"
"68077",2020-12-10,"SUMTER","79.4%"
"68078",2020-12-11,"SUMTER","63.2%"
"68079",2020-12-12,"SUMTER","110%"
"68080",2020-12-13,"SUMTER","114.6%"
"68081",2020-12-14,"SUMTER","123.3%"
"68082",2020-12-15,"SUMTER","163.2%"
"68083",2020-12-16,"SUMTER","33.3%"
"68084",2020-12-17,"SUMTER","78.7%"
"68085",2020-12-18,"SUMTER","66.1%"
"68086",2020-12-19,"SUMTER","1.2%"
"68087",2020-12-20,"SUMTER","-4.5%"
"68088",2020-12-21,"SUMTER","-11.5%"
"68089",2020-12-22,"SUMTER","-17%"
"68090",2020-12-23,"SUMTER","-2.5%"
"68091",2020-12-24,"SUMTER","-56%"
"68092",2020-12-25,"SUMTER","-52.4%"
"68093",2020-12-26,"SUMTER","-44.7%"
"68094",2020-12-27,"SUMTER","-45.2%"
"68095",2020-12-28,"SUMTER","-41.2%"
"68096",2020-12-29,"SUMTER","-37.3%"
"68097",2020-12-30,"SUMTER","-29.5%"
"68098",2020-12-31,"SUMTER","10.4%"
"68099",2021-01-01,"SUMTER","6.1%"
"68100",2021-01-02,"SUMTER","2.1%"
"68101",2021-01-03,"SUMTER","13%"
"68102",2021-01-04,"SUMTER","-20%"
"68103",2021-01-05,"SUMTER","-36.5%"
"68104",2021-01-06,"SUMTER","-47.3%"
"68105",2021-01-07,"SUMTER","-45.3%"
"68106",2021-01-08,"SUMTER","-44.2%"
"68107",2021-01-09,"SUMTER","-31.3%"
"68108",2021-01-10,"SUMTER","-46.2%"
"68109",2021-01-11,"SUMTER","-32.5%"
"68110",2021-01-12,"SUMTER","-24.2%"
"68111",2021-01-13,"SUMTER","-17.2%"
"68112",2021-01-14,"SUMTER","-17.2%"
"68113",2021-01-15,"SUMTER","-10.3%"
"68114",2021-01-16,"SUMTER","-24.2%"
"68115",2021-01-17,"SUMTER","-21.4%"
"68116",2021-01-18,"SUMTER","-33.3%"
"68117",2021-01-19,"SUMTER","-36%"
"68118",2021-01-20,"SUMTER","-37.5%"
"68119",2021-01-21,"SUMTER","-37.5%"
"68120",2021-01-22,"SUMTER","-50%"
"68121",2021-01-23,"SUMTER","-56%"
"68122",2021-01-24,"SUMTER","-36.4%"
"68123",2021-01-25,"SUMTER","-16.7%"
"68124",2021-01-26,"SUMTER","18.8%"
"68125",2021-01-27,"SUMTER","73.3%"
"68126",2021-01-28,"SUMTER","80%"
"68127",2021-01-29,"SUMTER","107.7%"
"68128",2021-01-30,"SUMTER","136.4%"
"68129",2021-01-31,"SUMTER","64.3%"
"68130",2021-02-01,"SUMTER","46.7%"
"68131",2021-02-02,"SUMTER","5.3%"
"68132",2021-02-03,"SUMTER","-38.5%"
"68133",2021-02-04,"SUMTER","-37%"
"68134",2021-02-05,"SUMTER","-18.5%"
"68135",2021-02-06,"SUMTER","-7.7%"
"68136",2021-02-07,"SUMTER","0%"
"68137",2021-02-08,"SUMTER","4.5%"
"68138",2021-02-09,"SUMTER","5%"
"68139",2021-02-10,"SUMTER","12.5%"
"68140",2021-02-11,"SUMTER","-5.9%"
"68141",2021-02-12,"SUMTER","-59.1%"
"68142",2021-02-13,"SUMTER","-79.2%"
"68143",2021-02-14,"SUMTER","-78.3%"
"68144",2021-02-15,"SUMTER","-82.6%"
"68145",2021-02-16,"SUMTER","-71.4%"
"68146",2021-02-17,"SUMTER","-66.7%"
"68147",2021-02-18,"SUMTER","-75%"
"68148",2021-02-19,"SUMTER","-11.1%"
"68149",2021-02-20,"SUMTER","80%"
"68150",2021-02-21,"SUMTER","80%"
"68151",2021-02-22,"SUMTER","100%"
"68152",2021-02-23,"SUMTER","0%"
"68153",2021-02-24,"SUMTER","-16.7%"
"68154",2021-02-25,"SUMTER","75%"
"68155",2021-02-26,"SUMTER","-62.5%"
"68156",2021-02-27,"SUMTER","-77.8%"
"68157",2021-02-28,"SUMTER","-77.8%"
"68158",2021-03-01,"SUMTER","-75%"
"68159",2021-03-02,"SUMTER","-16.7%"
"68160",2021-03-03,"SUMTER","20%"
"68161",2021-03-04,"SUMTER","-14.3%"
"68162",2021-03-05,"SUMTER","100%"
"68163",2021-03-06,"SUMTER","300%"
"68164",2021-03-07,"SUMTER","300%"
"68165",2021-03-08,"SUMTER","400%"
"68166",2021-03-09,"SUMTER","80%"
"68167",2021-03-10,"SUMTER","33.3%"
"68168",2021-03-11,"SUMTER","16.7%"
"68169",2021-03-12,"SUMTER","33.3%"
"68170",2021-03-13,"SUMTER","-25%"
"68171",2021-03-14,"SUMTER","-25%"
"68172",2021-03-15,"SUMTER","-60%"
"68173",2021-03-16,"SUMTER","-66.7%"
"68174",2021-03-17,"SUMTER","-62.5%"
"68175",2021-03-18,"SUMTER","-71.4%"
"68176",2021-03-19,"SUMTER","-75%"
"68177",2021-03-20,"SUMTER","-66.7%"
"68178",2021-03-21,"SUMTER","-66.7%"
"68179",2021-03-22,"SUMTER","-25%"
"68180",2021-03-23,"SUMTER","33.3%"
"68181",2021-03-24,"SUMTER","33.3%"
"68182",2021-03-25,"SUMTER","100%"
"68183",2021-03-26,"SUMTER","50%"
"68184",2021-03-27,"SUMTER","100%"
"68185",2021-03-28,"SUMTER","100%"
"68186",2021-03-29,"SUMTER","0%"
"68187",2021-03-30,"SUMTER","-75%"
"68188",2021-03-31,"SUMTER","-50%"
"68189",2021-04-01,"SUMTER","-50%"
"68190",2021-04-02,"SUMTER","-33.3%"
"68191",2021-04-03,"SUMTER","-50%"
"68192",2021-04-04,"SUMTER","-50%"
"68193",2021-04-05,"SUMTER","-33.3%"
"68194",2021-04-06,"SUMTER","100%"
"68195",2021-04-07,"SUMTER","0%"
"68196",2021-04-08,"SUMTER","50%"
"68197",2021-04-09,"SUMTER","50%"
"68198",2021-04-10,"SUMTER","50%"
"68199",2021-04-11,"SUMTER","50%"
"68200",2021-04-12,"SUMTER","50%"
"68201",2021-04-13,"SUMTER","50%"
"68202",2021-04-14,"SUMTER","50%"
"68203",2021-04-15,"SUMTER","-33.3%"
"68204",2021-04-16,"SUMTER","0%"
"68205",2021-04-17,"SUMTER","0%"
"68206",2021-04-18,"SUMTER","0%"
"68207",2021-04-19,"SUMTER","0%"
"68208",2021-04-20,"SUMTER","0%"
"68209",2021-04-21,"SUMTER","-33.3%"
"68210",2021-04-22,"SUMTER","0%"
"68211",2021-04-23,"SUMTER","0%"
"68212",2021-04-24,"SUMTER","-33.3%"
"68213",2021-04-25,"SUMTER","-33.3%"
"68214",2021-04-26,"SUMTER","-33.3%"
"68215",2021-04-27,"SUMTER","0%"
"68216",2021-04-28,"SUMTER","50%"
"68217",2021-04-29,"SUMTER","50%"
"68218",2021-04-30,"SUMTER","-66.7%"
"68219",2021-05-01,"SUMTER","-50%"
"68220",2021-05-02,"SUMTER","-50%"
"68221",2021-05-03,"SUMTER","-50%"
"68222",2021-05-04,"SUMTER","-100%"
"68223",2021-05-05,"SUMTER","-100%"
"68224",2021-05-06,"SUMTER","-100%"
"68225",2021-05-07,"SUMTER","0%"
"68226",2021-05-08,"SUMTER","0%"
"68227",2021-05-09,"SUMTER","0%"
"68228",2021-05-10,"SUMTER","100%"
"68229",2021-05-11,"SUMTER","0%"
"68230",2021-05-12,"SUMTER","0%"
"68231",2021-05-13,"SUMTER","0%"
"68232",2021-05-14,"SUMTER","300%"
"68233",2021-05-15,"SUMTER","300%"
"68234",2021-05-16,"SUMTER","400%"
"68235",2021-05-17,"SUMTER","150%"
"68236",2021-05-18,"SUMTER","150%"
"68237",2021-05-19,"SUMTER","-25%"
"68238",2021-05-20,"SUMTER","-25%"
"68239",2021-05-21,"SUMTER","-50%"
"68240",2021-05-22,"SUMTER","-50%"
"68241",2021-05-23,"SUMTER","-80%"
"68242",2021-05-24,"SUMTER","-100%"
"68243",2021-05-25,"SUMTER","-100%"
"68244",2021-05-26,"SUMTER","-66.7%"
"68245",2021-05-27,"SUMTER","-66.7%"
"68246",2021-05-28,"SUMTER","-50%"
"68247",2021-05-29,"SUMTER","-50%"
"68248",2021-05-30,"SUMTER","0%"
"68249",2021-05-31,"SUMTER","0%"
"68250",2021-06-01,"SUMTER","0%"
"68251",2021-06-02,"SUMTER","-100%"
"68252",2021-06-03,"SUMTER","-100%"
"68253",2021-06-04,"SUMTER","-100%"
"68254",2021-06-05,"SUMTER","-100%"
"68255",2021-06-06,"SUMTER","-100%"
"68256",2021-06-07,"SUMTER","-100%"
"68257",2021-06-08,"SUMTER","-100%"
"68258",2021-06-09,"SUMTER","0%"
"68259",2021-06-10,"SUMTER","0%"
"68260",2021-06-11,"SUMTER","0%"
"68261",2021-06-12,"SUMTER","0%"
"68262",2021-06-13,"SUMTER","0%"
"68263",2021-06-14,"SUMTER","0%"
"68264",2021-06-15,"SUMTER","0%"
"68265",2021-06-16,"SUMTER","0%"
"68266",2021-06-17,"SUMTER","0%"
"68267",2021-06-18,"SUMTER","0%"
"68268",2021-06-19,"SUMTER","0%"
"68269",2021-06-20,"SUMTER","0%"
"68270",2021-06-21,"SUMTER","0%"
"68271",2021-06-22,"SUMTER","0%"
"68272",2021-06-23,"SUMTER","0%"
"68273",2021-06-24,"SUMTER","200%"
"68274",2021-06-25,"SUMTER","200%"
"68275",2021-06-26,"SUMTER","0%"
"68276",2021-06-27,"SUMTER","0%"
"68277",2021-06-28,"SUMTER","0%"
"68278",2021-06-29,"SUMTER","0%"
"68279",2021-06-30,"SUMTER","-100%"
"68280",2021-07-01,"SUMTER","-100%"
"68281",2021-07-02,"SUMTER","-100%"
"68282",2021-07-03,"SUMTER","-100%"
"68283",2021-07-04,"SUMTER","-50%"
"68284",2021-07-05,"SUMTER","-50%"
"68285",2021-07-06,"SUMTER","0%"
"68286",2021-07-07,"SUMTER","0%"
"68287",2021-07-08,"SUMTER","0%"
"68288",2021-07-09,"SUMTER","0%"
"68289",2021-07-10,"SUMTER","0%"
"68290",2021-07-11,"SUMTER","500%"
"68291",2021-07-12,"SUMTER","500%"
"68292",2021-07-13,"SUMTER","150%"
"68293",2021-07-14,"SUMTER","-25%"
"68294",2021-07-15,"SUMTER","-20%"
"68295",2021-07-16,"SUMTER","-71.4%"
"68296",2021-07-17,"SUMTER","-57.1%"
"68297",2021-07-18,"SUMTER","-33.3%"
"68298",2021-07-19,"SUMTER","16.7%"
"68299",2021-07-20,"SUMTER","80%"
"68300",2021-07-21,"SUMTER","300%"
"68301",2021-07-22,"SUMTER","250%"
"68302",2021-07-23,"SUMTER","950%"
"68303",2021-07-24,"SUMTER","600%"
"68304",2021-07-25,"SUMTER","475%"
"68305",2021-07-26,"SUMTER","228.6%"
"68306",2021-07-27,"SUMTER","155.6%"
"68307",2021-07-28,"SUMTER","83.3%"
"68308",2021-07-29,"SUMTER","50%"
"68309",2021-07-30,"SUMTER","-9.5%"
"68310",2021-07-31,"SUMTER","0%"
"68311",2021-08-01,"SUMTER","0%"
"68312",2021-08-02,"SUMTER","0%"
"68313",2021-08-03,"SUMTER","4.3%"
"68314",2021-08-04,"SUMTER","31.8%"
"68315",2021-08-05,"SUMTER","71.4%"
"68316",2021-08-06,"SUMTER","115.8%"
"68317",2021-08-07,"SUMTER","81%"
"68318",2021-08-08,"SUMTER","47.8%"
"68319",2021-08-09,"SUMTER","60.9%"
"68320",2021-08-10,"SUMTER","54.2%"
"68321",2021-08-11,"SUMTER","31%"
"68322",2021-08-12,"SUMTER","5.6%"
"68323",2021-08-13,"SUMTER","-19.5%"
"68324",2021-08-14,"SUMTER","10.5%"
"68325",2021-08-15,"SUMTER","26.5%"
"68326",2021-08-16,"SUMTER","2.7%"
"68327",2021-08-17,"SUMTER","10.8%"
"68328",2021-08-18,"SUMTER","10.5%"
"68329",2021-08-19,"SUMTER","-2.6%"
"68330",2021-08-20,"SUMTER","18.2%"
"68331",2021-08-21,"SUMTER","-19%"
"68332",2021-08-22,"SUMTER","-18.6%"
"68333",2021-08-23,"SUMTER","-5.3%"
"68334",2021-08-24,"SUMTER","-9.8%"
"68335",2021-08-25,"SUMTER","-28.6%"
"68336",2021-08-26,"SUMTER","-24.3%"
"68337",2021-08-27,"SUMTER","-41%"
"68338",2021-08-28,"SUMTER","-38.2%"
"68339",2021-08-29,"SUMTER","-40%"
"68340",2021-08-30,"SUMTER","-47.2%"
"68341",2021-08-31,"SUMTER","-56.8%"
"68342",2021-09-01,"SUMTER","-40%"
"68343",2021-09-02,"SUMTER","-28.6%"
"68344",2021-09-03,"SUMTER","-17.4%"
"68345",2021-09-04,"SUMTER","-14.3%"
"68346",2021-09-05,"SUMTER","-28.6%"
"68347",2021-09-06,"SUMTER","42.1%"
"68348",2021-09-07,"SUMTER","112.5%"
"68349",2021-09-08,"SUMTER","77.8%"
"68350",2021-09-09,"SUMTER","60%"
"68351",2021-09-10,"SUMTER","78.9%"
"68352",2021-09-11,"SUMTER","94.4%"
"68353",2021-09-12,"SUMTER","140%"
"68354",2021-09-13,"SUMTER","18.5%"
"68355",2021-09-14,"SUMTER","-26.5%"
"68356",2021-09-15,"SUMTER","-25%"
"68357",2021-09-16,"SUMTER","-25%"
"68358",2021-09-17,"SUMTER","-35.3%"
"68359",2021-09-18,"SUMTER","-40%"
"68360",2021-09-19,"SUMTER","-41.7%"
"68361",2021-09-20,"SUMTER","-50%"
"68362",2021-09-21,"SUMTER","-48%"
"68363",2021-09-22,"SUMTER","-16.7%"
"68364",2021-09-23,"SUMTER","-25%"
"68365",2021-09-24,"SUMTER","-22.7%"
"68366",2021-09-25,"SUMTER","0%"
"68367",2021-09-26,"SUMTER","0%"
"68368",2021-09-27,"SUMTER","37.5%"
"68369",2021-09-28,"SUMTER","84.6%"
"68370",2021-09-29,"SUMTER","-10%"
"68371",2021-09-30,"SUMTER","-16.7%"
"68372",2021-10-01,"SUMTER","5.9%"
"68373",2021-10-02,"SUMTER","-33.3%"
"68374",2021-10-03,"SUMTER","-33.3%"
"68375",2021-10-04,"SUMTER","-40.9%"
"68376",2021-10-05,"SUMTER","-58.3%"
"68377",2021-10-06,"SUMTER","-27.8%"
"68378",2021-10-07,"SUMTER","6.7%"
"68379",2021-10-08,"SUMTER","-22.2%"
"68380",2021-10-09,"SUMTER","7.1%"
"68381",2021-10-10,"SUMTER","7.1%"
"68382",2021-10-11,"SUMTER","7.7%"
"68383",2021-10-12,"SUMTER","60%"
"68384",2021-10-13,"SUMTER","0%"
"68385",2021-10-14,"SUMTER","-18.8%"
"68386",2021-10-15,"SUMTER","-14.3%"
"68387",2021-10-16,"SUMTER","-33.3%"
"68388",2021-10-17,"SUMTER","-40%"
"68389",2021-10-18,"SUMTER","-28.6%"
"68390",2021-10-19,"SUMTER","-43.8%"
"68391",2021-10-20,"SUMTER","-38.5%"
"68392",2021-10-21,"SUMTER","-61.5%"
"68393",2021-10-22,"SUMTER","-58.3%"
"68394",2021-10-23,"SUMTER","-20%"
"68395",2021-10-24,"SUMTER","0%"
"68396",2021-10-25,"SUMTER","-10%"
"68397",2021-10-26,"SUMTER","-11.1%"
"68398",2021-10-27,"SUMTER","0%"
"68399",2021-10-28,"SUMTER","80%"
"68400",2021-10-29,"SUMTER","80%"
"68401",2021-10-30,"SUMTER","-25%"
"68402",2021-10-31,"SUMTER","-44.4%"
"68403",2021-11-01,"SUMTER","-44.4%"
"68404",2021-11-02,"SUMTER","-25%"
"68405",2021-11-03,"SUMTER","-37.5%"
"68406",2021-11-04,"SUMTER","-55.6%"
"68407",2021-11-05,"SUMTER","-55.6%"
"68408",2021-11-06,"SUMTER","-33.3%"
"68409",2021-11-07,"SUMTER","0%"
"68410",2021-11-08,"SUMTER","0%"
"68411",2021-11-09,"SUMTER","-33.3%"
"68412",2021-11-10,"SUMTER","0%"
"68413",2021-11-11,"SUMTER","25%"
"68414",2021-11-12,"SUMTER","25%"
"68415",2021-11-13,"SUMTER","25%"
"68416",2021-11-14,"SUMTER","-20%"
"68417",2021-11-15,"SUMTER","-40%"
"68418",2021-11-16,"SUMTER","100%"
"68419",2021-11-17,"SUMTER","120%"
"68420",2021-11-18,"SUMTER","140%"
"68421",2021-11-19,"SUMTER","160%"
"68422",2021-11-20,"SUMTER","160%"
"68423",2021-11-21,"SUMTER","275%"
"68424",2021-11-22,"SUMTER","466.7%"
"68425",2021-11-23,"SUMTER","62.5%"
"68426",2021-11-24,"SUMTER","-18.2%"
"68427",2021-11-25,"SUMTER","-33.3%"
"68428",2021-11-26,"SUMTER","-46.2%"
"68429",2021-11-27,"SUMTER","-46.2%"
"68430",2021-11-28,"SUMTER","-66.7%"
"68431",2021-11-29,"SUMTER","-76.5%"
"68432",2021-11-30,"SUMTER","-69.2%"
"68433",2021-12-01,"SUMTER","-44.4%"
"68434",2021-12-02,"SUMTER","-37.5%"
"68435",2021-12-03,"SUMTER","-14.3%"
"68436",2021-12-04,"SUMTER","0%"
"68437",2021-12-05,"SUMTER","60%"
"68438",2021-12-06,"SUMTER","75%"
"68439",2021-12-07,"SUMTER","75%"
"68440",2021-12-08,"SUMTER","20%"
"68441",2021-12-09,"SUMTER","40%"
"68442",2021-12-10,"SUMTER","16.7%"
"68443",2021-12-11,"SUMTER","-14.3%"
"68444",2021-12-12,"SUMTER","-37.5%"
"68445",2021-12-13,"SUMTER","-57.1%"
"68446",2021-12-14,"SUMTER","-57.1%"
"68447",2021-12-15,"SUMTER","-50%"
"68448",2021-12-16,"SUMTER","-42.9%"
"68449",2021-12-17,"SUMTER","-14.3%"
"68450",2021-12-18,"SUMTER","0%"
"68451",2021-12-19,"SUMTER","20%"
"68452",2021-12-20,"SUMTER","166.7%"
"68453",2021-12-21,"SUMTER","166.7%"
"68454",2021-12-22,"SUMTER","200%"
"68455",2021-12-23,"SUMTER","250%"
"68456",2021-12-24,"SUMTER","133.3%"
"68457",2021-12-25,"SUMTER","200%"
"68458",2021-12-26,"SUMTER","316.7%"
"68459",2021-12-27,"SUMTER","512.5%"
"68460",2021-12-28,"SUMTER","837.5%"
"68461",2021-12-29,"SUMTER","1033.3%"
"68462",2021-12-30,"SUMTER","778.6%"
"68463",2021-12-31,"SUMTER","864.3%"
"68464",2022-01-01,"SUMTER","683.3%"
"68465",2022-01-02,"SUMTER","520%"
"68466",2022-01-03,"SUMTER","314.3%"
"68467",2022-01-04,"SUMTER","206.7%"
"68468",2022-01-05,"SUMTER","152.9%"
"68469",2022-01-06,"SUMTER","133.3%"
"68470",2022-01-07,"SUMTER","128.1%"
"68471",2022-01-08,"SUMTER","124.8%"
"68472",2022-01-09,"SUMTER","101.9%"
"68473",2022-01-10,"SUMTER","56.7%"
"68474",2022-01-11,"SUMTER","30.9%"
"68475",2022-01-12,"SUMTER","9.3%"
"68476",2022-01-13,"SUMTER","-6.6%"
"68477",2022-01-14,"SUMTER","-7.5%"
"68478",2022-01-15,"SUMTER","-12.3%"
"68479",2022-01-16,"SUMTER","-13.7%"
"68480",2022-01-17,"SUMTER","-31.4%"
"68481",2022-01-18,"SUMTER","-29.9%"
"68482",2022-01-19,"SUMTER","-30.9%"
"68483",2022-01-20,"SUMTER","-35.8%"
"68484",2022-01-21,"SUMTER","-49.8%"
"68485",2022-01-22,"SUMTER","-48.9%"
"68486",2022-01-23,"SUMTER","-50%"
"68487",2022-01-24,"SUMTER","-39%"
"68488",2022-01-25,"SUMTER","-42.2%"
"68489",2022-01-26,"SUMTER","-42.1%"
"68490",2022-01-27,"SUMTER","-37.2%"
"68491",2022-01-28,"SUMTER","-27.3%"
"68492",2022-01-29,"SUMTER","-29.6%"
"68493",2022-01-30,"SUMTER","-23.7%"
"68494",2022-01-31,"SUMTER","-31.6%"
"68495",2022-02-01,"SUMTER","-30.3%"
"68496",2022-02-02,"SUMTER","-30.1%"
"68497",2022-02-03,"SUMTER","-38.9%"
"68498",2022-02-04,"SUMTER","-51%"
"68499",2022-02-05,"SUMTER","-52%"
"68500",2022-02-06,"SUMTER","-57.3%"
"68501",2022-02-07,"SUMTER","-54.9%"
"68502",2022-02-08,"SUMTER","-64.7%"
"68503",2022-02-09,"SUMTER","-63.3%"
"68504",2022-02-10,"SUMTER","-51.5%"
"68505",2022-02-11,"SUMTER","-43.1%"
"68506",2022-02-12,"SUMTER","-43.8%"
"68507",2022-02-13,"SUMTER","-36.4%"
"68508",2022-02-14,"SUMTER","-46.3%"
"68509",2022-02-15,"SUMTER","-16.7%"
"68510",2022-02-16,"SUMTER","-6.9%"
"68511",2022-02-17,"SUMTER","-25%"
"68512",2022-02-18,"SUMTER","-13.8%"
"68513",2022-02-19,"SUMTER","-14.8%"
"68514",2022-02-20,"SUMTER","-21.4%"
"68515",2022-02-21,"SUMTER","-4.5%"
"68516",2022-02-22,"SUMTER","-8%"
"68517",2022-02-23,"SUMTER","-11.1%"
"68518",2022-02-24,"SUMTER","0%"
"68519",2022-02-25,"SUMTER","-16%"
"68520",2022-02-26,"SUMTER","-8.7%"
"68521",2022-02-27,"SUMTER","-9.1%"
"68522",2022-02-28,"SUMTER","-19%"
"68523",2022-03-01,"SUMTER","-47.8%"
"68524",2022-03-02,"SUMTER","-83.3%"
"68525",2022-03-03,"SUMTER","-91.7%"
"68526",2022-03-04,"SUMTER","-90.5%"
"68527",2022-03-05,"SUMTER","-90.5%"
"68528",2022-03-06,"SUMTER","-90%"
"68529",2022-03-07,"SUMTER","-76.5%"
"68530",2022-03-08,"SUMTER","-75%"
"68531",2022-03-09,"SUMTER","-25%"
"68532",2022-03-10,"SUMTER","50%"
"68533",2022-03-11,"SUMTER","50%"
"68534",2022-03-12,"SUMTER","50%"
"68535",2022-03-13,"SUMTER","100%"
"68536",2022-03-14,"SUMTER","0%"
"68537",2022-03-15,"SUMTER","0%"
"68538",2022-03-16,"SUMTER","0%"
"68539",2022-03-17,"SUMTER","0%"
"68540",2022-03-18,"SUMTER","0%"
"68541",2022-03-19,"SUMTER","0%"
"68542",2022-03-20,"SUMTER","-25%"
"68543",2022-03-21,"SUMTER","-50%"
"68544",2022-03-22,"SUMTER","-33.3%"
"68545",2022-03-23,"SUMTER","-33.3%"
"68546",2022-03-24,"SUMTER","-33.3%"
"68547",2022-03-25,"SUMTER","-33.3%"
"68548",2022-03-26,"SUMTER","-33.3%"
"68549",2022-03-27,"SUMTER","-33.3%"
"68550",2022-03-28,"SUMTER","-50%"
"68551",2022-03-29,"SUMTER","-50%"
"68552",2022-03-30,"SUMTER","-50%"
"68553",2022-03-31,"SUMTER","0%"
"68554",2022-04-01,"SUMTER","0%"
"68555",2022-04-02,"SUMTER","0%"
"68556",2022-04-03,"SUMTER","-50%"
"68557",2022-04-04,"SUMTER","0%"
"68558",2022-04-05,"SUMTER","0%"
"68559",2022-04-06,"SUMTER","0%"
"68560",2022-04-07,"SUMTER","-100%"
"68561",2022-04-08,"SUMTER","-100%"
"68562",2022-04-09,"SUMTER","-100%"
"68563",2022-04-10,"SUMTER","-100%"
"68564",2022-04-11,"SUMTER","100%"
"68565",2022-04-12,"SUMTER","100%"
"68566",2022-04-13,"SUMTER","100%"
"68567",2022-04-14,"SUMTER","0%"
"68568",2022-04-15,"SUMTER","0%"
"68569",2022-04-16,"SUMTER","0%"
