"","DtCaseOrDeathOrTest","Jurisdiction","MPctChg7Case"
"68570",2022-04-17,"SUMTER","0%"
"68571",2022-04-18,"SUMTER","50%"
"68572",2022-04-19,"SUMTER","150%"
"68573",2022-04-20,"SUMTER","150%"
"68574",2022-04-21,"SUMTER","0%"
"68575",2022-04-22,"SUMTER","0%"
"68576",2022-04-23,"SUMTER","0%"
"68577",2022-04-24,"SUMTER","0%"
"68578",2022-04-25,"SUMTER","0%"
"68579",2022-04-26,"SUMTER","-80%"
"68580",2022-04-27,"SUMTER","-80%"
"68581",2022-04-28,"SUMTER","-75%"
"68582",2022-04-29,"SUMTER","-75%"
"68583",2022-04-30,"SUMTER","-75%"
"68584",2022-05-01,"SUMTER","-75%"
"68585",2022-05-02,"SUMTER","-66.7%"
"68586",2022-05-03,"SUMTER","0%"
"68587",2022-05-04,"SUMTER","200%"
"68588",2022-05-05,"SUMTER","100%"
"68589",2022-05-06,"SUMTER","100%"
"68590",2022-05-07,"SUMTER","100%"
"68591",2022-05-08,"SUMTER","200%"
"68592",2022-05-09,"SUMTER","200%"
"68593",2022-05-10,"SUMTER","300%"
"68594",2022-05-11,"SUMTER","100%"
"68595",2022-05-12,"SUMTER","200%"
"68596",2022-05-13,"SUMTER","250%"
"68597",2022-05-14,"SUMTER","300%"
"68598",2022-05-15,"SUMTER","233.3%"
"68599",2022-05-16,"SUMTER","400%"
"68600",2022-05-17,"SUMTER","325%"
"68601",2022-05-18,"SUMTER","133.3%"
"68602",2022-05-19,"SUMTER","133.3%"
"68603",2022-05-20,"SUMTER","100%"
"68604",2022-05-21,"SUMTER","75%"
"68605",2022-05-22,"SUMTER","10%"
"68606",2022-05-23,"SUMTER","-46.7%"
"68607",2022-05-24,"SUMTER","-70.6%"
"68608",2022-05-25,"SUMTER","-71.4%"
"68609",2022-05-26,"SUMTER","-50%"
"68610",2022-05-27,"SUMTER","-57.1%"
"68611",2022-05-28,"SUMTER","-64.3%"
"68612",2022-05-29,"SUMTER","-45.5%"
"68613",2022-05-30,"SUMTER","-37.5%"
"68614",2022-05-31,"SUMTER","80%"
"68615",2022-06-01,"SUMTER","125%"
"68616",2022-06-02,"SUMTER","-14.3%"
"68617",2022-06-03,"SUMTER","33.3%"
"68618",2022-06-04,"SUMTER","80%"
"68619",2022-06-05,"SUMTER","50%"
"68620",2022-06-06,"SUMTER","140%"
"68621",2022-06-07,"SUMTER","33.3%"
"68622",2022-06-08,"SUMTER","100%"
"68623",2022-06-09,"SUMTER","283.3%"
"68624",2022-06-10,"SUMTER","187.5%"
"68625",2022-06-11,"SUMTER","177.8%"
"68626",2022-06-12,"SUMTER","177.8%"
"68627",2022-06-13,"SUMTER","150%"
"68628",2022-06-14,"SUMTER","200%"
"68629",2022-06-15,"SUMTER","77.8%"
"68630",2022-06-16,"SUMTER","26.1%"
"68631",2022-06-17,"SUMTER","17.4%"
"68632",2022-06-18,"SUMTER","-4%"
"68633",2022-06-19,"SUMTER","8%"
"68634",2022-06-20,"SUMTER","-33.3%"
"68635",2022-06-21,"SUMTER","-50%"
"68636",2022-06-22,"SUMTER","-43.8%"
"68637",2022-06-23,"SUMTER","-24.1%"
"68638",2022-06-24,"SUMTER","0%"
"68639",2022-06-25,"SUMTER","16.7%"
"68640",2022-06-26,"SUMTER","0%"
"68641",2022-06-27,"SUMTER","55%"
"68642",2022-06-28,"SUMTER","44.4%"
"68643",2022-06-29,"SUMTER","44.4%"
"68644",2022-06-30,"SUMTER","4.5%"
"68645",2022-07-01,"SUMTER","-25.9%"
"68646",2022-07-02,"SUMTER","-32.1%"
"68647",2022-07-03,"SUMTER","-33.3%"
"68648",2022-07-04,"SUMTER","-58.1%"
"68649",2022-07-05,"SUMTER","-50%"
"68650",2022-07-06,"SUMTER","-42.3%"
"68651",2022-07-07,"SUMTER","-8.7%"
"68652",2022-07-08,"SUMTER","-5%"
"68653",2022-07-09,"SUMTER","21.1%"
"68654",2022-07-10,"SUMTER","33.3%"
"68655",2022-07-11,"SUMTER","130.8%"
"68656",2022-07-12,"SUMTER","215.4%"
"68657",2022-07-13,"SUMTER","206.7%"
"68658",2022-07-14,"SUMTER","104.8%"
"68659",2022-07-15,"SUMTER","142.1%"
"68660",2022-07-16,"SUMTER","113%"
"68661",2022-07-17,"SUMTER","112.5%"
"68662",2022-07-18,"SUMTER","76.7%"
"68663",2022-07-19,"SUMTER","9.8%"
"68664",2022-07-20,"SUMTER","-10.9%"
"68665",2022-07-21,"SUMTER","-7%"
"68666",2022-07-22,"SUMTER","-13%"
"68667",2022-07-23,"SUMTER","-28.6%"
"68668",2022-07-24,"SUMTER","-33.3%"
"68669",2022-07-25,"SUMTER","-34%"
"68670",2022-07-26,"SUMTER","-15.6%"
"68671",2022-07-27,"SUMTER","-7.3%"
"68672",2022-07-28,"SUMTER","-2.5%"
"68673",2022-07-29,"SUMTER","-2.5%"
"68674",2022-07-30,"SUMTER","8.6%"
"68675",2022-07-31,"SUMTER","5.9%"
"68676",2022-08-01,"SUMTER","-20%"
"68677",2022-08-02,"SUMTER","-42.1%"
"68678",2022-08-03,"SUMTER","-55.3%"
"68679",2022-08-04,"SUMTER","-69.2%"
"68680",2022-08-05,"SUMTER","-66.7%"
"68681",2022-08-06,"SUMTER","-68.4%"
"68682",2022-08-07,"SUMTER","-69.4%"
"68683",2022-08-08,"SUMTER","-64.3%"
"68684",2022-08-09,"SUMTER","-45.5%"
"68685",2022-08-10,"SUMTER","-11.8%"
"68686",2022-08-11,"SUMTER","25%"
"68687",2022-08-12,"SUMTER","-7.7%"
"68688",2022-08-13,"SUMTER","8.3%"
"68689",2022-08-14,"SUMTER","18.2%"
"68690",2022-08-15,"SUMTER","30%"
"68691",2022-08-16,"SUMTER","0%"
"68692",2022-08-17,"SUMTER","-40%"
"68693",2022-08-18,"SUMTER","-33.3%"
"68694",2022-08-19,"SUMTER","0%"
"68695",2022-08-20,"SUMTER","-7.7%"
"68696",2022-08-21,"SUMTER","-15.4%"
"68697",2022-08-22,"SUMTER","30.8%"
"68698",2022-08-23,"SUMTER","66.7%"
"68699",2022-08-24,"SUMTER","222.2%"
"68700",2022-08-25,"SUMTER","230%"
"68701",2022-08-26,"SUMTER","175%"
"68702",2022-08-27,"SUMTER","166.7%"
"68703",2022-08-28,"SUMTER","218.2%"
"68704",2022-08-29,"SUMTER","82.4%"
"68705",2022-08-30,"SUMTER","35%"
"68706",2022-08-31,"SUMTER","-34.5%"
"68707",2022-09-01,"SUMTER","-60.6%"
"68708",2022-09-02,"SUMTER","-63.6%"
"68709",2022-09-03,"SUMTER","-62.5%"
"68710",2022-09-04,"SUMTER","-71.4%"
"68711",2022-09-05,"SUMTER","-74.2%"
"68712",2022-09-06,"SUMTER","-63%"
"68713",2022-09-07,"SUMTER","-52.6%"
"68714",2022-09-08,"SUMTER","-23.1%"
"68715",2022-09-09,"SUMTER","-33.3%"
"68716",2022-09-10,"SUMTER","-8.3%"
"68717",2022-09-11,"SUMTER","10%"
"68718",2022-09-12,"SUMTER","62.5%"
"68719",2022-09-13,"SUMTER","30%"
"68720",2022-09-14,"SUMTER","66.7%"
"68721",2022-09-15,"SUMTER","60%"
"68722",2022-09-16,"SUMTER","125%"
"68723",2022-09-17,"SUMTER","36.4%"
"68724",2022-09-18,"SUMTER","27.3%"
"68725",2022-09-19,"SUMTER","-15.4%"
"68726",2022-09-20,"SUMTER","-30.8%"
"68727",2022-09-21,"SUMTER","-53.3%"
"68728",2022-09-22,"SUMTER","-62.5%"
"68729",2022-09-23,"SUMTER","-77.8%"
"68730",2022-09-24,"SUMTER","-60%"
"68731",2022-09-25,"SUMTER","-57.1%"
"68732",2022-09-26,"SUMTER","-27.3%"
"68733",2022-09-27,"SUMTER","-11.1%"
"68734",2022-09-28,"SUMTER","14.3%"
"68735",2022-09-29,"SUMTER","33.3%"
"68736",2022-09-30,"SUMTER","100%"
"68737",2022-10-01,"SUMTER","0%"
"68738",2022-10-02,"SUMTER","0%"
"68739",2022-10-03,"SUMTER","-50%"
"68740",2022-10-04,"SUMTER","-62.5%"
"68741",2022-10-05,"SUMTER","-50%"
"68742",2022-10-06,"SUMTER","-62.5%"
"68743",2022-10-07,"SUMTER","-50%"
"68744",2022-10-08,"SUMTER","-33.3%"
"68745",2022-10-09,"SUMTER","0%"
"68746",2022-10-10,"SUMTER","50%"
"68747",2022-10-11,"SUMTER","33.3%"
"68748",2022-10-12,"SUMTER","0%"
"68749",2022-10-13,"SUMTER","33.3%"
"68750",2022-10-14,"SUMTER","-25%"
"68751",2022-10-15,"SUMTER","-25%"
"68752",2022-10-16,"SUMTER","-83.3%"
"68753",2022-10-17,"SUMTER","-66.7%"
"68754",2022-10-18,"SUMTER","0%"
"68755",2022-10-19,"SUMTER","-25%"
"68756",2022-10-20,"SUMTER","-25%"
"68757",2022-10-21,"SUMTER","0%"
"68758",2022-10-22,"SUMTER","0%"
"68759",2022-10-23,"SUMTER","200%"
"68760",2022-10-24,"SUMTER","0%"
"68761",2022-10-25,"SUMTER","-100%"
"68762",2022-10-26,"SUMTER","-66.7%"
"68763",2022-10-27,"SUMTER","-33.3%"
"68764",2022-10-28,"SUMTER","0%"
"68765",2022-10-29,"SUMTER","0%"
"68766",2022-10-30,"SUMTER","0%"
"68767",2022-10-31,"SUMTER","50%"
"68768",2022-11-01,"SUMTER","0%"
"68769",2022-11-02,"SUMTER","100%"
"68770",2022-11-03,"SUMTER","0%"
"68771",2022-11-04,"SUMTER","-66.7%"
"68772",2022-11-05,"SUMTER","-66.7%"
"68773",2022-11-06,"SUMTER","-66.7%"
"68774",2022-11-07,"SUMTER","-66.7%"
"68775",2022-11-08,"SUMTER","-33.3%"
"68776",2022-11-09,"SUMTER","0%"
"68777",2022-11-10,"SUMTER","0%"
"68778",2022-11-11,"SUMTER","200%"
"68779",2022-11-12,"SUMTER","200%"
"68780",2022-11-13,"SUMTER","200%"
"68781",2022-11-14,"SUMTER","200%"
"68782",2022-11-15,"SUMTER","0%"
"68783",2022-11-16,"SUMTER","50%"
"68784",2022-11-17,"SUMTER","0%"
"68785",2022-11-18,"SUMTER","-66.7%"
"68786",2022-11-19,"SUMTER","-66.7%"
"68787",2022-11-20,"SUMTER","-66.7%"
"68788",2022-11-21,"SUMTER","-66.7%"
"68789",2022-11-22,"SUMTER","0%"
"68790",2022-11-23,"SUMTER","66.7%"
"68791",2022-11-24,"SUMTER","150%"
"68792",2022-11-25,"SUMTER","400%"
"68793",2022-11-26,"SUMTER","400%"
"68794",2022-11-27,"SUMTER","400%"
"68795",2022-11-28,"SUMTER","400%"
"68796",2022-11-29,"SUMTER","100%"
"68797",2022-11-30,"SUMTER","-80%"
"68798",2022-12-01,"SUMTER","-60%"
"68799",2022-12-02,"SUMTER","-40%"
"68800",2022-12-03,"SUMTER","-20%"
"68801",2022-12-04,"SUMTER","-20%"
"68802",2022-12-05,"SUMTER","40%"
"68803",2022-12-06,"SUMTER","100%"
"68804",2022-12-07,"SUMTER","700%"
"68805",2022-12-08,"SUMTER","250%"
"68806",2022-12-09,"SUMTER","133.3%"
"68807",2022-12-10,"SUMTER","50%"
"68808",2022-12-11,"SUMTER","75%"
"68809",2022-12-12,"SUMTER","-42.9%"
"68810",2022-12-13,"SUMTER","-37.5%"
"68811",2022-12-14,"SUMTER","-37.5%"
"68812",2022-12-15,"SUMTER","-28.6%"
"68813",2022-12-16,"SUMTER","-42.9%"
"68814",2022-12-17,"SUMTER","-33.3%"
"68815",2022-12-18,"SUMTER","-57.1%"
"68816",2022-12-19,"SUMTER","-25%"
"68817",2022-12-20,"SUMTER","-60%"
"68818",2022-12-21,"SUMTER","-80%"
"68819",2022-12-22,"SUMTER","-60%"
"68820",2022-12-23,"SUMTER","-50%"
"68821",2022-12-24,"SUMTER","-25%"
"68822",2022-12-25,"SUMTER","0%"
"68823",2022-12-26,"SUMTER","33.3%"
"68824",2022-12-27,"SUMTER","50%"
"68825",2022-12-28,"SUMTER","500%"
"68826",2022-12-29,"SUMTER","250%"
"68827",2022-12-30,"SUMTER","300%"
"68828",2022-12-31,"SUMTER","166.7%"
"68829",2023-01-01,"SUMTER","233.3%"
"68830",2023-01-02,"SUMTER","150%"
"68831",2023-01-03,"SUMTER","366.7%"
"68832",2023-01-04,"SUMTER","116.7%"
"68833",2023-01-05,"SUMTER","57.1%"
"68834",2023-01-06,"SUMTER","87.5%"
"68835",2023-01-07,"SUMTER","75%"
"68836",2023-01-08,"SUMTER","40%"
"68837",2023-01-09,"SUMTER","70%"
"68838",2023-01-10,"SUMTER","107.1%"
"68839",2023-01-11,"SUMTER","138.5%"
"68840",2023-01-12,"SUMTER","190.9%"
"68841",2023-01-13,"SUMTER","86.7%"
"68842",2023-01-14,"SUMTER","114.3%"
"68843",2023-01-15,"SUMTER","107.1%"
"68844",2023-01-16,"SUMTER","52.9%"
"68845",2023-01-17,"SUMTER","-13.8%"
"68846",2023-01-18,"SUMTER","-25.8%"
"68847",2023-01-19,"SUMTER","-21.9%"
"68848",2023-01-20,"SUMTER","-14.3%"
"68849",2023-01-21,"SUMTER","-20%"
"68850",2023-01-22,"SUMTER","-17.2%"
"68851",2023-01-23,"SUMTER","3.8%"
"68852",2023-01-24,"SUMTER","-24%"
"68853",2023-01-25,"SUMTER","-21.7%"
"68854",2023-01-26,"SUMTER","-28%"
"68855",2023-01-27,"SUMTER","-20.8%"
"68856",2023-01-28,"SUMTER","-29.2%"
"68857",2023-01-29,"SUMTER","-20.8%"
"68858",2023-01-30,"SUMTER","-40.7%"
"68859",2023-01-31,"SUMTER","-36.8%"
"68860",2023-02-01,"SUMTER","-22.2%"
"68861",2023-02-02,"SUMTER","-38.9%"
"68862",2023-02-03,"SUMTER","-42.1%"
"68863",2023-02-04,"SUMTER","-35.3%"
"68864",2023-02-05,"SUMTER","-57.9%"
"68865",2023-02-06,"SUMTER","-50%"
"68866",2023-02-07,"SUMTER","50%"
"68867",2023-02-08,"SUMTER","21.4%"
"68868",2023-02-09,"SUMTER","72.7%"
"68869",2023-02-10,"SUMTER","72.7%"
"68870",2023-02-11,"SUMTER","100%"
"68871",2023-02-12,"SUMTER","175%"
"68872",2023-02-13,"SUMTER","187.5%"
"68873",2023-02-14,"SUMTER","0%"
"68874",2023-02-15,"SUMTER","-5.9%"
"68875",2023-02-16,"SUMTER","-26.3%"
"68876",2023-02-17,"SUMTER","-31.6%"
"68877",2023-02-18,"SUMTER","-50%"
"68878",2023-02-19,"SUMTER","-50%"
"68879",2023-02-20,"SUMTER","-60.9%"
"68880",2023-02-21,"SUMTER","-94.4%"
"68881",2020-01-01,"TALLADEGA","0%"
"68882",2020-01-02,"TALLADEGA","0%"
"68883",2020-01-03,"TALLADEGA","0%"
"68884",2020-01-04,"TALLADEGA","0%"
"68885",2020-01-05,"TALLADEGA","0%"
"68886",2020-01-06,"TALLADEGA","0%"
"68887",2020-01-07,"TALLADEGA","0%"
"68888",2020-01-08,"TALLADEGA","0%"
"68889",2020-01-09,"TALLADEGA","0%"
"68890",2020-01-10,"TALLADEGA","0%"
"68891",2020-01-11,"TALLADEGA","0%"
"68892",2020-01-12,"TALLADEGA","0%"
"68893",2020-01-13,"TALLADEGA","0%"
"68894",2020-01-14,"TALLADEGA","0%"
"68895",2020-01-15,"TALLADEGA","0%"
"68896",2020-01-16,"TALLADEGA","0%"
"68897",2020-01-17,"TALLADEGA","0%"
"68898",2020-01-18,"TALLADEGA","0%"
"68899",2020-01-19,"TALLADEGA","0%"
"68900",2020-01-20,"TALLADEGA","0%"
"68901",2020-01-21,"TALLADEGA","0%"
"68902",2020-01-22,"TALLADEGA","0%"
"68903",2020-01-23,"TALLADEGA","0%"
"68904",2020-01-24,"TALLADEGA","0%"
"68905",2020-01-25,"TALLADEGA","-100%"
"68906",2020-01-26,"TALLADEGA","0%"
"68907",2020-01-27,"TALLADEGA","0%"
"68908",2020-01-28,"TALLADEGA","0%"
"68909",2020-01-29,"TALLADEGA","0%"
"68910",2020-01-30,"TALLADEGA","0%"
"68911",2020-01-31,"TALLADEGA","0%"
"68912",2020-02-01,"TALLADEGA","0%"
"68913",2020-02-02,"TALLADEGA","-100%"
"68914",2020-02-03,"TALLADEGA","-100%"
"68915",2020-02-04,"TALLADEGA","-100%"
"68916",2020-02-05,"TALLADEGA","-100%"
"68917",2020-02-06,"TALLADEGA","-100%"
"68918",2020-02-07,"TALLADEGA","-100%"
"68919",2020-02-08,"TALLADEGA","-100%"
"68920",2020-02-09,"TALLADEGA","0%"
"68921",2020-02-10,"TALLADEGA","0%"
"68922",2020-02-11,"TALLADEGA","0%"
"68923",2020-02-12,"TALLADEGA","0%"
"68924",2020-02-13,"TALLADEGA","0%"
"68925",2020-02-14,"TALLADEGA","0%"
"68926",2020-02-15,"TALLADEGA","0%"
"68927",2020-02-16,"TALLADEGA","0%"
"68928",2020-02-17,"TALLADEGA","0%"
"68929",2020-02-18,"TALLADEGA","0%"
"68930",2020-02-19,"TALLADEGA","0%"
"68931",2020-02-20,"TALLADEGA","0%"
"68932",2020-02-21,"TALLADEGA","0%"
"68933",2020-02-22,"TALLADEGA","0%"
"68934",2020-02-23,"TALLADEGA","0%"
"68935",2020-02-24,"TALLADEGA","0%"
"68936",2020-02-25,"TALLADEGA","0%"
"68937",2020-02-26,"TALLADEGA","0%"
"68938",2020-02-27,"TALLADEGA","0%"
"68939",2020-02-28,"TALLADEGA","0%"
"68940",2020-02-29,"TALLADEGA","0%"
"68941",2020-03-01,"TALLADEGA","0%"
"68942",2020-03-02,"TALLADEGA","0%"
"68943",2020-03-03,"TALLADEGA","0%"
"68944",2020-03-04,"TALLADEGA","0%"
"68945",2020-03-05,"TALLADEGA","0%"
"68946",2020-03-06,"TALLADEGA","0%"
"68947",2020-03-07,"TALLADEGA","0%"
"68948",2020-03-08,"TALLADEGA","0%"
"68949",2020-03-09,"TALLADEGA","0%"
"68950",2020-03-10,"TALLADEGA","0%"
"68951",2020-03-11,"TALLADEGA","0%"
"68952",2020-03-12,"TALLADEGA","0%"
"68953",2020-03-13,"TALLADEGA","0%"
"68954",2020-03-14,"TALLADEGA","400%"
"68955",2020-03-15,"TALLADEGA","500%"
"68956",2020-03-16,"TALLADEGA","600%"
"68957",2020-03-17,"TALLADEGA","250%"
"68958",2020-03-18,"TALLADEGA","250%"
"68959",2020-03-19,"TALLADEGA","166.7%"
"68960",2020-03-20,"TALLADEGA","75%"
"68961",2020-03-21,"TALLADEGA","20%"
"68962",2020-03-22,"TALLADEGA","-16.7%"
"68963",2020-03-23,"TALLADEGA","-28.6%"
"68964",2020-03-24,"TALLADEGA","-14.3%"
"68965",2020-03-25,"TALLADEGA","14.3%"
"68966",2020-03-26,"TALLADEGA","12.5%"
"68967",2020-03-27,"TALLADEGA","28.6%"
"68968",2020-03-28,"TALLADEGA","33.3%"
"68969",2020-03-29,"TALLADEGA","100%"
"68970",2020-03-30,"TALLADEGA","200%"
"68971",2020-03-31,"TALLADEGA","183.3%"
"68972",2020-04-01,"TALLADEGA","100%"
"68973",2020-04-02,"TALLADEGA","77.8%"
"68974",2020-04-03,"TALLADEGA","122.2%"
"68975",2020-04-04,"TALLADEGA","175%"
"68976",2020-04-05,"TALLADEGA","100%"
"68977",2020-04-06,"TALLADEGA","13.3%"
"68978",2020-04-07,"TALLADEGA","0%"
"68979",2020-04-08,"TALLADEGA","6.3%"
"68980",2020-04-09,"TALLADEGA","6.3%"
"68981",2020-04-10,"TALLADEGA","-25%"
"68982",2020-04-11,"TALLADEGA","-40.9%"
"68983",2020-04-12,"TALLADEGA","-35%"
"68984",2020-04-13,"TALLADEGA","-11.8%"
"68985",2020-04-14,"TALLADEGA","-23.5%"
"68986",2020-04-15,"TALLADEGA","-29.4%"
"68987",2020-04-16,"TALLADEGA","-29.4%"
"68988",2020-04-17,"TALLADEGA","-33.3%"
"68989",2020-04-18,"TALLADEGA","-7.7%"
"68990",2020-04-19,"TALLADEGA","-7.7%"
"68991",2020-04-20,"TALLADEGA","-40%"
"68992",2020-04-21,"TALLADEGA","-46.2%"
"68993",2020-04-22,"TALLADEGA","-33.3%"
"68994",2020-04-23,"TALLADEGA","-41.7%"
"68995",2020-04-24,"TALLADEGA","-30%"
"68996",2020-04-25,"TALLADEGA","-41.7%"
"68997",2020-04-26,"TALLADEGA","-33.3%"
"68998",2020-04-27,"TALLADEGA","-22.2%"
"68999",2020-04-28,"TALLADEGA","14.3%"
"69000",2020-04-29,"TALLADEGA","0%"
"69001",2020-04-30,"TALLADEGA","14.3%"
"69002",2020-05-01,"TALLADEGA","14.3%"
"69003",2020-05-02,"TALLADEGA","14.3%"
"69004",2020-05-03,"TALLADEGA","0%"
"69005",2020-05-04,"TALLADEGA","0%"
"69006",2020-05-05,"TALLADEGA","-12.5%"
"69007",2020-05-06,"TALLADEGA","-25%"
"69008",2020-05-07,"TALLADEGA","-50%"
"69009",2020-05-08,"TALLADEGA","-50%"
"69010",2020-05-09,"TALLADEGA","-75%"
"69011",2020-05-10,"TALLADEGA","-75%"
"69012",2020-05-11,"TALLADEGA","-14.3%"
"69013",2020-05-12,"TALLADEGA","-28.6%"
"69014",2020-05-13,"TALLADEGA","33.3%"
"69015",2020-05-14,"TALLADEGA","125%"
"69016",2020-05-15,"TALLADEGA","200%"
"69017",2020-05-16,"TALLADEGA","600%"
"69018",2020-05-17,"TALLADEGA","550%"
"69019",2020-05-18,"TALLADEGA","66.7%"
"69020",2020-05-19,"TALLADEGA","120%"
"69021",2020-05-20,"TALLADEGA","62.5%"
"69022",2020-05-21,"TALLADEGA","33.3%"
"69023",2020-05-22,"TALLADEGA","8.3%"
"69024",2020-05-23,"TALLADEGA","-14.3%"
"69025",2020-05-24,"TALLADEGA","0%"
"69026",2020-05-25,"TALLADEGA","50%"
"69027",2020-05-26,"TALLADEGA","81.8%"
"69028",2020-05-27,"TALLADEGA","46.2%"
"69029",2020-05-28,"TALLADEGA","75%"
"69030",2020-05-29,"TALLADEGA","76.9%"
"69031",2020-05-30,"TALLADEGA","83.3%"
"69032",2020-05-31,"TALLADEGA","61.5%"
"69033",2020-06-01,"TALLADEGA","60%"
"69034",2020-06-02,"TALLADEGA","25%"
"69035",2020-06-03,"TALLADEGA","21.1%"
"69036",2020-06-04,"TALLADEGA","19%"
"69037",2020-06-05,"TALLADEGA","-8.7%"
"69038",2020-06-06,"TALLADEGA","4.5%"
"69039",2020-06-07,"TALLADEGA","9.5%"
"69040",2020-06-08,"TALLADEGA","-16.7%"
"69041",2020-06-09,"TALLADEGA","-40%"
"69042",2020-06-10,"TALLADEGA","-26.1%"
"69043",2020-06-11,"TALLADEGA","-36%"
"69044",2020-06-12,"TALLADEGA","-23.8%"
"69045",2020-06-13,"TALLADEGA","-21.7%"
"69046",2020-06-14,"TALLADEGA","-8.7%"
"69047",2020-06-15,"TALLADEGA","5%"
"69048",2020-06-16,"TALLADEGA","53.3%"
"69049",2020-06-17,"TALLADEGA","64.7%"
"69050",2020-06-18,"TALLADEGA","93.8%"
"69051",2020-06-19,"TALLADEGA","118.8%"
"69052",2020-06-20,"TALLADEGA","122.2%"
"69053",2020-06-21,"TALLADEGA","95.2%"
"69054",2020-06-22,"TALLADEGA","138.1%"
"69055",2020-06-23,"TALLADEGA","169.6%"
"69056",2020-06-24,"TALLADEGA","135.7%"
"69057",2020-06-25,"TALLADEGA","135.5%"
"69058",2020-06-26,"TALLADEGA","131.4%"
"69059",2020-06-27,"TALLADEGA","90%"
"69060",2020-06-28,"TALLADEGA","92.7%"
"69061",2020-06-29,"TALLADEGA","74%"
"69062",2020-06-30,"TALLADEGA","32.3%"
"69063",2020-07-01,"TALLADEGA","27.3%"
"69064",2020-07-02,"TALLADEGA","27.4%"
"69065",2020-07-03,"TALLADEGA","12.3%"
"69066",2020-07-04,"TALLADEGA","18.4%"
"69067",2020-07-05,"TALLADEGA","19%"
"69068",2020-07-06,"TALLADEGA","23%"
"69069",2020-07-07,"TALLADEGA","53.7%"
"69070",2020-07-08,"TALLADEGA","63.1%"
"69071",2020-07-09,"TALLADEGA","65.6%"
"69072",2020-07-10,"TALLADEGA","107.7%"
"69073",2020-07-11,"TALLADEGA","128.9%"
"69074",2020-07-12,"TALLADEGA","114.9%"
"69075",2020-07-13,"TALLADEGA","84.1%"
"69076",2020-07-14,"TALLADEGA","57.1%"
"69077",2020-07-15,"TALLADEGA","41.6%"
"69078",2020-07-16,"TALLADEGA","27.9%"
"69079",2020-07-17,"TALLADEGA","-7.9%"
"69080",2020-07-18,"TALLADEGA","-18%"
"69081",2020-07-19,"TALLADEGA","-13.4%"
"69082",2020-07-20,"TALLADEGA","-8.1%"
"69083",2020-07-21,"TALLADEGA","-5.1%"
"69084",2020-07-22,"TALLADEGA","4.1%"
"69085",2020-07-23,"TALLADEGA","-1.5%"
"69086",2020-07-24,"TALLADEGA","12.1%"
"69087",2020-07-25,"TALLADEGA","16%"
"69088",2020-07-26,"TALLADEGA","14.3%"
"69089",2020-07-27,"TALLADEGA","16%"
"69090",2020-07-28,"TALLADEGA","12.2%"
"69091",2020-07-29,"TALLADEGA","8.4%"
"69092",2020-07-30,"TALLADEGA","11.9%"
"69093",2020-07-31,"TALLADEGA","16.4%"
"69094",2020-08-01,"TALLADEGA","19.9%"
"69095",2020-08-02,"TALLADEGA","16.5%"
"69096",2020-08-03,"TALLADEGA","5.2%"
"69097",2020-08-04,"TALLADEGA","6.2%"
"69098",2020-08-05,"TALLADEGA","-4.1%"
"69099",2020-08-06,"TALLADEGA","-0.9%"
"69100",2020-08-07,"TALLADEGA","-9.3%"
"69101",2020-08-08,"TALLADEGA","-13.6%"
"69102",2020-08-09,"TALLADEGA","-12.4%"
"69103",2020-08-10,"TALLADEGA","-6.3%"
"69104",2020-08-11,"TALLADEGA","-13.8%"
"69105",2020-08-12,"TALLADEGA","-10%"
"69106",2020-08-13,"TALLADEGA","-16.3%"
"69107",2020-08-14,"TALLADEGA","-15%"
"69108",2020-08-15,"TALLADEGA","-16.3%"
"69109",2020-08-16,"TALLADEGA","-14.2%"
"69110",2020-08-17,"TALLADEGA","-22.7%"
"69111",2020-08-18,"TALLADEGA","-22.3%"
"69112",2020-08-19,"TALLADEGA","-19.6%"
"69113",2020-08-20,"TALLADEGA","-16.1%"
"69114",2020-08-21,"TALLADEGA","-15.4%"
"69115",2020-08-22,"TALLADEGA","-14.1%"
"69116",2020-08-23,"TALLADEGA","-20.6%"
"69117",2020-08-24,"TALLADEGA","-8.1%"
"69118",2020-08-25,"TALLADEGA","-3.3%"
"69119",2020-08-26,"TALLADEGA","-10.5%"
"69120",2020-08-27,"TALLADEGA","-11.3%"
"69121",2020-08-28,"TALLADEGA","-17.6%"
"69122",2020-08-29,"TALLADEGA","-24%"
"69123",2020-08-30,"TALLADEGA","-23%"
"69124",2020-08-31,"TALLADEGA","-29.9%"
"69125",2020-09-01,"TALLADEGA","-28.3%"
"69126",2020-09-02,"TALLADEGA","-25%"
"69127",2020-09-03,"TALLADEGA","-24.6%"
"69128",2020-09-04,"TALLADEGA","-14.8%"
"69129",2020-09-05,"TALLADEGA","3.6%"
"69130",2020-09-06,"TALLADEGA","4.7%"
"69131",2020-09-07,"TALLADEGA","-1%"
"69132",2020-09-08,"TALLADEGA","4.8%"
"69133",2020-09-09,"TALLADEGA","4.9%"
"69134",2020-09-10,"TALLADEGA","3%"
"69135",2020-09-11,"TALLADEGA","4.8%"
"69136",2020-09-12,"TALLADEGA","-7.8%"
"69137",2020-09-13,"TALLADEGA","-7.1%"
"69138",2020-09-14,"TALLADEGA","2.9%"
"69139",2020-09-15,"TALLADEGA","-2.8%"
"69140",2020-09-16,"TALLADEGA","-1.9%"
"69141",2020-09-17,"TALLADEGA","-9.6%"
"69142",2020-09-18,"TALLADEGA","-15.6%"
