"","DtCaseOrDeathOrTest","Jurisdiction","CSumCase"
"7888",2023-01-30,"BUTLER",6446
"7889",2023-01-31,"BUTLER",6449
"7890",2020-01-01,"CALHOUN",0
"7891",2020-01-02,"CALHOUN",0
"7892",2020-01-03,"CALHOUN",0
"7893",2020-01-04,"CALHOUN",0
"7894",2020-01-05,"CALHOUN",0
"7895",2020-01-06,"CALHOUN",0
"7896",2020-01-07,"CALHOUN",0
"7897",2020-01-08,"CALHOUN",0
"7898",2020-01-09,"CALHOUN",0
"7899",2020-01-10,"CALHOUN",0
"7900",2020-01-11,"CALHOUN",0
"7901",2020-01-12,"CALHOUN",0
"7902",2020-01-13,"CALHOUN",1
"7903",2020-01-14,"CALHOUN",1
"7904",2020-01-15,"CALHOUN",1
"7905",2020-01-16,"CALHOUN",1
"7906",2020-01-17,"CALHOUN",1
"7907",2020-01-18,"CALHOUN",1
"7908",2020-01-19,"CALHOUN",1
"7909",2020-01-20,"CALHOUN",1
"7910",2020-01-21,"CALHOUN",1
"7911",2020-01-22,"CALHOUN",1
"7912",2020-01-23,"CALHOUN",1
"7913",2020-01-24,"CALHOUN",1
"7914",2020-01-25,"CALHOUN",1
"7915",2020-01-26,"CALHOUN",1
"7916",2020-01-27,"CALHOUN",1
"7917",2020-01-28,"CALHOUN",1
"7918",2020-01-29,"CALHOUN",1
"7919",2020-01-30,"CALHOUN",1
"7920",2020-01-31,"CALHOUN",1
"7921",2020-02-01,"CALHOUN",1
"7922",2020-02-02,"CALHOUN",1
"7923",2020-02-03,"CALHOUN",1
"7924",2020-02-04,"CALHOUN",1
"7925",2020-02-05,"CALHOUN",1
"7926",2020-02-06,"CALHOUN",1
"7927",2020-02-07,"CALHOUN",1
"7928",2020-02-08,"CALHOUN",1
"7929",2020-02-09,"CALHOUN",1
"7930",2020-02-10,"CALHOUN",1
"7931",2020-02-11,"CALHOUN",1
"7932",2020-02-12,"CALHOUN",1
"7933",2020-02-13,"CALHOUN",1
"7934",2020-02-14,"CALHOUN",1
"7935",2020-02-15,"CALHOUN",1
"7936",2020-02-16,"CALHOUN",1
"7937",2020-02-17,"CALHOUN",1
"7938",2020-02-18,"CALHOUN",1
"7939",2020-02-19,"CALHOUN",1
"7940",2020-02-20,"CALHOUN",1
"7941",2020-02-21,"CALHOUN",1
"7942",2020-02-22,"CALHOUN",1
"7943",2020-02-23,"CALHOUN",1
"7944",2020-02-24,"CALHOUN",1
"7945",2020-02-25,"CALHOUN",1
"7946",2020-02-26,"CALHOUN",1
"7947",2020-02-27,"CALHOUN",2
"7948",2020-02-28,"CALHOUN",2
"7949",2020-02-29,"CALHOUN",2
"7950",2020-03-01,"CALHOUN",2
"7951",2020-03-02,"CALHOUN",2
"7952",2020-03-03,"CALHOUN",3
"7953",2020-03-04,"CALHOUN",3
"7954",2020-03-05,"CALHOUN",3
"7955",2020-03-06,"CALHOUN",3
"7956",2020-03-07,"CALHOUN",3
"7957",2020-03-08,"CALHOUN",3
"7958",2020-03-09,"CALHOUN",3
"7959",2020-03-10,"CALHOUN",3
"7960",2020-03-11,"CALHOUN",3
"7961",2020-03-12,"CALHOUN",4
"7962",2020-03-13,"CALHOUN",4
"7963",2020-03-14,"CALHOUN",6
"7964",2020-03-15,"CALHOUN",7
"7965",2020-03-16,"CALHOUN",9
"7966",2020-03-17,"CALHOUN",10
"7967",2020-03-18,"CALHOUN",11
"7968",2020-03-19,"CALHOUN",11
"7969",2020-03-20,"CALHOUN",15
"7970",2020-03-21,"CALHOUN",16
"7971",2020-03-22,"CALHOUN",16
"7972",2020-03-23,"CALHOUN",19
"7973",2020-03-24,"CALHOUN",22
"7974",2020-03-25,"CALHOUN",27
"7975",2020-03-26,"CALHOUN",34
"7976",2020-03-27,"CALHOUN",39
"7977",2020-03-28,"CALHOUN",42
"7978",2020-03-29,"CALHOUN",46
"7979",2020-03-30,"CALHOUN",55
"7980",2020-03-31,"CALHOUN",61
"7981",2020-04-01,"CALHOUN",68
"7982",2020-04-02,"CALHOUN",72
"7983",2020-04-03,"CALHOUN",77
"7984",2020-04-04,"CALHOUN",79
"7985",2020-04-05,"CALHOUN",82
"7986",2020-04-06,"CALHOUN",86
"7987",2020-04-07,"CALHOUN",92
"7988",2020-04-08,"CALHOUN",95
"7989",2020-04-09,"CALHOUN",95
"7990",2020-04-10,"CALHOUN",97
"7991",2020-04-11,"CALHOUN",97
"7992",2020-04-12,"CALHOUN",99
"7993",2020-04-13,"CALHOUN",100
"7994",2020-04-14,"CALHOUN",103
"7995",2020-04-15,"CALHOUN",104
"7996",2020-04-16,"CALHOUN",108
"7997",2020-04-17,"CALHOUN",108
"7998",2020-04-18,"CALHOUN",112
"7999",2020-04-19,"CALHOUN",112
"8000",2020-04-20,"CALHOUN",114
"8001",2020-04-21,"CALHOUN",117
"8002",2020-04-22,"CALHOUN",120
"8003",2020-04-23,"CALHOUN",123
"8004",2020-04-24,"CALHOUN",124
"8005",2020-04-25,"CALHOUN",125
"8006",2020-04-26,"CALHOUN",127
"8007",2020-04-27,"CALHOUN",129
"8008",2020-04-28,"CALHOUN",136
"8009",2020-04-29,"CALHOUN",136
"8010",2020-04-30,"CALHOUN",146
"8011",2020-05-01,"CALHOUN",147
"8012",2020-05-02,"CALHOUN",147
"8013",2020-05-03,"CALHOUN",149
"8014",2020-05-04,"CALHOUN",150
"8015",2020-05-05,"CALHOUN",151
"8016",2020-05-06,"CALHOUN",154
"8017",2020-05-07,"CALHOUN",155
"8018",2020-05-08,"CALHOUN",156
"8019",2020-05-09,"CALHOUN",156
"8020",2020-05-10,"CALHOUN",156
"8021",2020-05-11,"CALHOUN",158
"8022",2020-05-12,"CALHOUN",159
"8023",2020-05-13,"CALHOUN",161
"8024",2020-05-14,"CALHOUN",162
"8025",2020-05-15,"CALHOUN",164
"8026",2020-05-16,"CALHOUN",164
"8027",2020-05-17,"CALHOUN",164
"8028",2020-05-18,"CALHOUN",164
"8029",2020-05-19,"CALHOUN",164
"8030",2020-05-20,"CALHOUN",164
"8031",2020-05-21,"CALHOUN",176
"8032",2020-05-22,"CALHOUN",177
"8033",2020-05-23,"CALHOUN",179
"8034",2020-05-24,"CALHOUN",179
"8035",2020-05-25,"CALHOUN",180
"8036",2020-05-26,"CALHOUN",184
"8037",2020-05-27,"CALHOUN",186
"8038",2020-05-28,"CALHOUN",188
"8039",2020-05-29,"CALHOUN",190
"8040",2020-05-30,"CALHOUN",192
"8041",2020-05-31,"CALHOUN",192
"8042",2020-06-01,"CALHOUN",193
"8043",2020-06-02,"CALHOUN",195
"8044",2020-06-03,"CALHOUN",196
"8045",2020-06-04,"CALHOUN",198
"8046",2020-06-05,"CALHOUN",200
"8047",2020-06-06,"CALHOUN",200
"8048",2020-06-07,"CALHOUN",201
"8049",2020-06-08,"CALHOUN",203
"8050",2020-06-09,"CALHOUN",206
"8051",2020-06-10,"CALHOUN",210
"8052",2020-06-11,"CALHOUN",212
"8053",2020-06-12,"CALHOUN",215
"8054",2020-06-13,"CALHOUN",216
"8055",2020-06-14,"CALHOUN",217
"8056",2020-06-15,"CALHOUN",219
"8057",2020-06-16,"CALHOUN",225
"8058",2020-06-17,"CALHOUN",229
"8059",2020-06-18,"CALHOUN",237
"8060",2020-06-19,"CALHOUN",244
"8061",2020-06-20,"CALHOUN",248
"8062",2020-06-21,"CALHOUN",250
"8063",2020-06-22,"CALHOUN",257
"8064",2020-06-23,"CALHOUN",261
"8065",2020-06-24,"CALHOUN",282
"8066",2020-06-25,"CALHOUN",298
"8067",2020-06-26,"CALHOUN",310
"8068",2020-06-27,"CALHOUN",327
"8069",2020-06-28,"CALHOUN",342
"8070",2020-06-29,"CALHOUN",361
"8071",2020-06-30,"CALHOUN",384
"8072",2020-07-01,"CALHOUN",399
"8073",2020-07-02,"CALHOUN",424
"8074",2020-07-03,"CALHOUN",452
"8075",2020-07-04,"CALHOUN",458
"8076",2020-07-05,"CALHOUN",471
"8077",2020-07-06,"CALHOUN",508
"8078",2020-07-07,"CALHOUN",547
"8079",2020-07-08,"CALHOUN",607
"8080",2020-07-09,"CALHOUN",641
"8081",2020-07-10,"CALHOUN",713
"8082",2020-07-11,"CALHOUN",728
"8083",2020-07-12,"CALHOUN",740
"8084",2020-07-13,"CALHOUN",776
"8085",2020-07-14,"CALHOUN",822
"8086",2020-07-15,"CALHOUN",890
"8087",2020-07-16,"CALHOUN",937
"8088",2020-07-17,"CALHOUN",978
"8089",2020-07-18,"CALHOUN",999
"8090",2020-07-19,"CALHOUN",1018
"8091",2020-07-20,"CALHOUN",1099
"8092",2020-07-21,"CALHOUN",1220
"8093",2020-07-22,"CALHOUN",1308
"8094",2020-07-23,"CALHOUN",1378
"8095",2020-07-24,"CALHOUN",1429
"8096",2020-07-25,"CALHOUN",1438
"8097",2020-07-26,"CALHOUN",1468
"8098",2020-07-27,"CALHOUN",1562
"8099",2020-07-28,"CALHOUN",1650
"8100",2020-07-29,"CALHOUN",1715
"8101",2020-07-30,"CALHOUN",1785
"8102",2020-07-31,"CALHOUN",1862
"8103",2020-08-01,"CALHOUN",1886
"8104",2020-08-02,"CALHOUN",1902
"8105",2020-08-03,"CALHOUN",1981
"8106",2020-08-04,"CALHOUN",2034
"8107",2020-08-05,"CALHOUN",2074
"8108",2020-08-06,"CALHOUN",2125
"8109",2020-08-07,"CALHOUN",2156
"8110",2020-08-08,"CALHOUN",2178
"8111",2020-08-09,"CALHOUN",2186
"8112",2020-08-10,"CALHOUN",2246
"8113",2020-08-11,"CALHOUN",2315
"8114",2020-08-12,"CALHOUN",2354
"8115",2020-08-13,"CALHOUN",2398
"8116",2020-08-14,"CALHOUN",2430
"8117",2020-08-15,"CALHOUN",2450
"8118",2020-08-16,"CALHOUN",2462
"8119",2020-08-17,"CALHOUN",2506
"8120",2020-08-18,"CALHOUN",2534
"8121",2020-08-19,"CALHOUN",2562
"8122",2020-08-20,"CALHOUN",2584
"8123",2020-08-21,"CALHOUN",2628
"8124",2020-08-22,"CALHOUN",2644
"8125",2020-08-23,"CALHOUN",2671
"8126",2020-08-24,"CALHOUN",2743
"8127",2020-08-25,"CALHOUN",2808
"8128",2020-08-26,"CALHOUN",2896
"8129",2020-08-27,"CALHOUN",2991
"8130",2020-08-28,"CALHOUN",3062
"8131",2020-08-29,"CALHOUN",3088
"8132",2020-08-30,"CALHOUN",3120
"8133",2020-08-31,"CALHOUN",3223
"8134",2020-09-01,"CALHOUN",3288
"8135",2020-09-02,"CALHOUN",3342
"8136",2020-09-03,"CALHOUN",3377
"8137",2020-09-04,"CALHOUN",3403
"8138",2020-09-05,"CALHOUN",3423
"8139",2020-09-06,"CALHOUN",3447
"8140",2020-09-07,"CALHOUN",3476
"8141",2020-09-08,"CALHOUN",3555
"8142",2020-09-09,"CALHOUN",3593
"8143",2020-09-10,"CALHOUN",3632
"8144",2020-09-11,"CALHOUN",3677
"8145",2020-09-12,"CALHOUN",3704
"8146",2020-09-13,"CALHOUN",3720
"8147",2020-09-14,"CALHOUN",3763
"8148",2020-09-15,"CALHOUN",3799
