"","DtCaseOrDeathOrTest","Jurisdiction","CSumCase"
"72726",2021-08-20,"WASHINGTON",2265
"72727",2021-08-21,"WASHINGTON",2274
"72728",2021-08-22,"WASHINGTON",2280
"72729",2021-08-23,"WASHINGTON",2292
"72730",2021-08-24,"WASHINGTON",2319
"72731",2021-08-25,"WASHINGTON",2335
"72732",2021-08-26,"WASHINGTON",2350
"72733",2021-08-27,"WASHINGTON",2361
"72734",2021-08-28,"WASHINGTON",2368
"72735",2021-08-29,"WASHINGTON",2371
"72736",2021-08-30,"WASHINGTON",2381
"72737",2021-08-31,"WASHINGTON",2395
"72738",2021-09-01,"WASHINGTON",2404
"72739",2021-09-02,"WASHINGTON",2409
"72740",2021-09-03,"WASHINGTON",2412
"72741",2021-09-04,"WASHINGTON",2413
"72742",2021-09-05,"WASHINGTON",2418
"72743",2021-09-06,"WASHINGTON",2422
"72744",2021-09-07,"WASHINGTON",2423
"72745",2021-09-08,"WASHINGTON",2431
"72746",2021-09-09,"WASHINGTON",2439
"72747",2021-09-10,"WASHINGTON",2447
"72748",2021-09-11,"WASHINGTON",2452
"72749",2021-09-12,"WASHINGTON",2452
"72750",2021-09-13,"WASHINGTON",2462
"72751",2021-09-14,"WASHINGTON",2467
"72752",2021-09-15,"WASHINGTON",2471
"72753",2021-09-16,"WASHINGTON",2477
"72754",2021-09-17,"WASHINGTON",2479
"72755",2021-09-18,"WASHINGTON",2481
"72756",2021-09-19,"WASHINGTON",2484
"72757",2021-09-20,"WASHINGTON",2492
"72758",2021-09-21,"WASHINGTON",2493
"72759",2021-09-22,"WASHINGTON",2495
"72760",2021-09-23,"WASHINGTON",2498
"72761",2021-09-24,"WASHINGTON",2500
"72762",2021-09-25,"WASHINGTON",2500
"72763",2021-09-26,"WASHINGTON",2503
"72764",2021-09-27,"WASHINGTON",2507
"72765",2021-09-28,"WASHINGTON",2508
"72766",2021-09-29,"WASHINGTON",2510
"72767",2021-09-30,"WASHINGTON",2513
"72768",2021-10-01,"WASHINGTON",2514
"72769",2021-10-02,"WASHINGTON",2519
"72770",2021-10-03,"WASHINGTON",2521
"72771",2021-10-04,"WASHINGTON",2523
"72772",2021-10-05,"WASHINGTON",2523
"72773",2021-10-06,"WASHINGTON",2525
"72774",2021-10-07,"WASHINGTON",2527
"72775",2021-10-08,"WASHINGTON",2529
"72776",2021-10-09,"WASHINGTON",2529
"72777",2021-10-10,"WASHINGTON",2532
"72778",2021-10-11,"WASHINGTON",2532
"72779",2021-10-12,"WASHINGTON",2532
"72780",2021-10-13,"WASHINGTON",2533
"72781",2021-10-14,"WASHINGTON",2533
"72782",2021-10-15,"WASHINGTON",2534
"72783",2021-10-16,"WASHINGTON",2534
"72784",2021-10-17,"WASHINGTON",2535
"72785",2021-10-18,"WASHINGTON",2535
"72786",2021-10-19,"WASHINGTON",2535
"72787",2021-10-20,"WASHINGTON",2537
"72788",2021-10-21,"WASHINGTON",2538
"72789",2021-10-22,"WASHINGTON",2539
"72790",2021-10-23,"WASHINGTON",2540
"72791",2021-10-24,"WASHINGTON",2541
"72792",2021-10-25,"WASHINGTON",2542
"72793",2021-10-26,"WASHINGTON",2542
"72794",2021-10-27,"WASHINGTON",2542
"72795",2021-10-28,"WASHINGTON",2543
"72796",2021-10-29,"WASHINGTON",2543
"72797",2021-10-30,"WASHINGTON",2544
"72798",2021-10-31,"WASHINGTON",2544
"72799",2021-11-01,"WASHINGTON",2544
"72800",2021-11-02,"WASHINGTON",2547
"72801",2021-11-03,"WASHINGTON",2549
"72802",2021-11-04,"WASHINGTON",2549
"72803",2021-11-05,"WASHINGTON",2549
"72804",2021-11-06,"WASHINGTON",2549
"72805",2021-11-07,"WASHINGTON",2549
"72806",2021-11-08,"WASHINGTON",2550
"72807",2021-11-09,"WASHINGTON",2551
"72808",2021-11-10,"WASHINGTON",2551
"72809",2021-11-11,"WASHINGTON",2551
"72810",2021-11-12,"WASHINGTON",2552
"72811",2021-11-13,"WASHINGTON",2553
"72812",2021-11-14,"WASHINGTON",2554
"72813",2021-11-15,"WASHINGTON",2555
"72814",2021-11-16,"WASHINGTON",2558
"72815",2021-11-17,"WASHINGTON",2560
"72816",2021-11-18,"WASHINGTON",2565
"72817",2021-11-19,"WASHINGTON",2565
"72818",2021-11-20,"WASHINGTON",2566
"72819",2021-11-21,"WASHINGTON",2566
"72820",2021-11-22,"WASHINGTON",2567
"72821",2021-11-23,"WASHINGTON",2568
"72822",2021-11-24,"WASHINGTON",2568
"72823",2021-11-25,"WASHINGTON",2568
"72824",2021-11-26,"WASHINGTON",2568
"72825",2021-11-27,"WASHINGTON",2569
"72826",2021-11-28,"WASHINGTON",2569
"72827",2021-11-29,"WASHINGTON",2569
"72828",2021-11-30,"WASHINGTON",2572
"72829",2021-12-01,"WASHINGTON",2572
"72830",2021-12-02,"WASHINGTON",2572
"72831",2021-12-03,"WASHINGTON",2572
"72832",2021-12-04,"WASHINGTON",2572
"72833",2021-12-05,"WASHINGTON",2573
"72834",2021-12-06,"WASHINGTON",2576
"72835",2021-12-07,"WASHINGTON",2579
"72836",2021-12-08,"WASHINGTON",2579
"72837",2021-12-09,"WASHINGTON",2579
"72838",2021-12-10,"WASHINGTON",2580
"72839",2021-12-11,"WASHINGTON",2580
"72840",2021-12-12,"WASHINGTON",2580
"72841",2021-12-13,"WASHINGTON",2580
"72842",2021-12-14,"WASHINGTON",2580
"72843",2021-12-15,"WASHINGTON",2581
"72844",2021-12-16,"WASHINGTON",2581
"72845",2021-12-17,"WASHINGTON",2581
"72846",2021-12-18,"WASHINGTON",2583
"72847",2021-12-19,"WASHINGTON",2584
"72848",2021-12-20,"WASHINGTON",2587
"72849",2021-12-21,"WASHINGTON",2590
"72850",2021-12-22,"WASHINGTON",2594
"72851",2021-12-23,"WASHINGTON",2597
"72852",2021-12-24,"WASHINGTON",2601
"72853",2021-12-25,"WASHINGTON",2603
"72854",2021-12-26,"WASHINGTON",2610
"72855",2021-12-27,"WASHINGTON",2620
"72856",2021-12-28,"WASHINGTON",2630
"72857",2021-12-29,"WASHINGTON",2641
"72858",2021-12-30,"WASHINGTON",2659
"72859",2021-12-31,"WASHINGTON",2676
"72860",2022-01-01,"WASHINGTON",2686
"72861",2022-01-02,"WASHINGTON",2699
"72862",2022-01-03,"WASHINGTON",2735
"72863",2022-01-04,"WASHINGTON",2786
"72864",2022-01-05,"WASHINGTON",2822
"72865",2022-01-06,"WASHINGTON",2848
"72866",2022-01-07,"WASHINGTON",2872
"72867",2022-01-08,"WASHINGTON",2880
"72868",2022-01-09,"WASHINGTON",2895
"72869",2022-01-10,"WASHINGTON",2956
"72870",2022-01-11,"WASHINGTON",3011
"72871",2022-01-12,"WASHINGTON",3062
"72872",2022-01-13,"WASHINGTON",3116
"72873",2022-01-14,"WASHINGTON",3165
"72874",2022-01-15,"WASHINGTON",3178
"72875",2022-01-16,"WASHINGTON",3202
"72876",2022-01-17,"WASHINGTON",3253
"72877",2022-01-18,"WASHINGTON",3318
"72878",2022-01-19,"WASHINGTON",3374
"72879",2022-01-20,"WASHINGTON",3406
"72880",2022-01-21,"WASHINGTON",3428
"72881",2022-01-22,"WASHINGTON",3434
"72882",2022-01-23,"WASHINGTON",3442
"72883",2022-01-24,"WASHINGTON",3477
"72884",2022-01-25,"WASHINGTON",3510
"72885",2022-01-26,"WASHINGTON",3535
"72886",2022-01-27,"WASHINGTON",3551
"72887",2022-01-28,"WASHINGTON",3562
"72888",2022-01-29,"WASHINGTON",3566
"72889",2022-01-30,"WASHINGTON",3569
"72890",2022-01-31,"WASHINGTON",3596
"72891",2022-02-01,"WASHINGTON",3615
"72892",2022-02-02,"WASHINGTON",3630
"72893",2022-02-03,"WASHINGTON",3638
"72894",2022-02-04,"WASHINGTON",3648
"72895",2022-02-05,"WASHINGTON",3650
"72896",2022-02-06,"WASHINGTON",3651
"72897",2022-02-07,"WASHINGTON",3666
"72898",2022-02-08,"WASHINGTON",3668
"72899",2022-02-09,"WASHINGTON",3676
"72900",2022-02-10,"WASHINGTON",3680
"72901",2022-02-11,"WASHINGTON",3689
"72902",2022-02-12,"WASHINGTON",3692
"72903",2022-02-13,"WASHINGTON",3693
"72904",2022-02-14,"WASHINGTON",3697
"72905",2022-02-15,"WASHINGTON",3700
"72906",2022-02-16,"WASHINGTON",3702
"72907",2022-02-17,"WASHINGTON",3704
"72908",2022-02-18,"WASHINGTON",3708
"72909",2022-02-19,"WASHINGTON",3709
"72910",2022-02-20,"WASHINGTON",3710
"72911",2022-02-21,"WASHINGTON",3715
"72912",2022-02-22,"WASHINGTON",3717
"72913",2022-02-23,"WASHINGTON",3719
"72914",2022-02-24,"WASHINGTON",3721
"72915",2022-02-25,"WASHINGTON",3722
"72916",2022-02-26,"WASHINGTON",3722
"72917",2022-02-27,"WASHINGTON",3722
"72918",2022-02-28,"WASHINGTON",3722
"72919",2022-03-01,"WASHINGTON",3722
"72920",2022-03-02,"WASHINGTON",3722
"72921",2022-03-03,"WASHINGTON",3723
"72922",2022-03-04,"WASHINGTON",3723
"72923",2022-03-05,"WASHINGTON",3723
"72924",2022-03-06,"WASHINGTON",3723
"72925",2022-03-07,"WASHINGTON",3725
"72926",2022-03-08,"WASHINGTON",3725
"72927",2022-03-09,"WASHINGTON",3725
"72928",2022-03-10,"WASHINGTON",3726
"72929",2022-03-11,"WASHINGTON",3727
"72930",2022-03-12,"WASHINGTON",3727
"72931",2022-03-13,"WASHINGTON",3727
"72932",2022-03-14,"WASHINGTON",3727
"72933",2022-03-15,"WASHINGTON",3727
"72934",2022-03-16,"WASHINGTON",3727
"72935",2022-03-17,"WASHINGTON",3727
"72936",2022-03-18,"WASHINGTON",3727
"72937",2022-03-19,"WASHINGTON",3727
"72938",2022-03-20,"WASHINGTON",3727
"72939",2022-03-21,"WASHINGTON",3728
"72940",2022-03-22,"WASHINGTON",3728
"72941",2022-03-23,"WASHINGTON",3729
"72942",2022-03-24,"WASHINGTON",3729
"72943",2022-03-25,"WASHINGTON",3729
"72944",2022-03-26,"WASHINGTON",3729
"72945",2022-03-27,"WASHINGTON",3730
"72946",2022-03-28,"WASHINGTON",3730
"72947",2022-03-29,"WASHINGTON",3731
"72948",2022-03-30,"WASHINGTON",3731
"72949",2022-03-31,"WASHINGTON",3731
"72950",2022-04-01,"WASHINGTON",3731
"72951",2022-04-02,"WASHINGTON",3731
"72952",2022-04-03,"WASHINGTON",3731
"72953",2022-04-04,"WASHINGTON",3732
"72954",2022-04-05,"WASHINGTON",3732
"72955",2022-04-06,"WASHINGTON",3732
"72956",2022-04-07,"WASHINGTON",3732
"72957",2022-04-08,"WASHINGTON",3732
"72958",2022-04-09,"WASHINGTON",3732
"72959",2022-04-10,"WASHINGTON",3732
"72960",2022-04-11,"WASHINGTON",3732
"72961",2022-04-12,"WASHINGTON",3732
"72962",2022-04-13,"WASHINGTON",3733
"72963",2022-04-14,"WASHINGTON",3733
"72964",2022-04-15,"WASHINGTON",3733
"72965",2022-04-16,"WASHINGTON",3733
"72966",2022-04-17,"WASHINGTON",3733
"72967",2022-04-18,"WASHINGTON",3733
"72968",2022-04-19,"WASHINGTON",3733
"72969",2022-04-20,"WASHINGTON",3733
"72970",2022-04-21,"WASHINGTON",3733
"72971",2022-04-22,"WASHINGTON",3733
"72972",2022-04-23,"WASHINGTON",3733
"72973",2022-04-24,"WASHINGTON",3733
"72974",2022-04-25,"WASHINGTON",3733
"72975",2022-04-26,"WASHINGTON",3734
"72976",2022-04-27,"WASHINGTON",3734
"72977",2022-04-28,"WASHINGTON",3734
"72978",2022-04-29,"WASHINGTON",3734
"72979",2022-04-30,"WASHINGTON",3734
"72980",2022-05-01,"WASHINGTON",3734
"72981",2022-05-02,"WASHINGTON",3734
"72982",2022-05-03,"WASHINGTON",3737
"72983",2022-05-04,"WASHINGTON",3738
"72984",2022-05-05,"WASHINGTON",3738
"72985",2022-05-06,"WASHINGTON",3738
"72986",2022-05-07,"WASHINGTON",3738
"72987",2022-05-08,"WASHINGTON",3739
"72988",2022-05-09,"WASHINGTON",3741
"72989",2022-05-10,"WASHINGTON",3742
"72990",2022-05-11,"WASHINGTON",3742
"72991",2022-05-12,"WASHINGTON",3742
"72992",2022-05-13,"WASHINGTON",3745
"72993",2022-05-14,"WASHINGTON",3746
"72994",2022-05-15,"WASHINGTON",3748
"72995",2022-05-16,"WASHINGTON",3749
"72996",2022-05-17,"WASHINGTON",3749
"72997",2022-05-18,"WASHINGTON",3750
"72998",2022-05-19,"WASHINGTON",3750
"72999",2022-05-20,"WASHINGTON",3750
"73000",2022-05-21,"WASHINGTON",3750
"73001",2022-05-22,"WASHINGTON",3750
"73002",2022-05-23,"WASHINGTON",3752
"73003",2022-05-24,"WASHINGTON",3755
"73004",2022-05-25,"WASHINGTON",3755
"73005",2022-05-26,"WASHINGTON",3758
"73006",2022-05-27,"WASHINGTON",3758
"73007",2022-05-28,"WASHINGTON",3758
"73008",2022-05-29,"WASHINGTON",3758
"73009",2022-05-30,"WASHINGTON",3759
"73010",2022-05-31,"WASHINGTON",3761
"73011",2022-06-01,"WASHINGTON",3762
"73012",2022-06-02,"WASHINGTON",3766
"73013",2022-06-03,"WASHINGTON",3767
"73014",2022-06-04,"WASHINGTON",3767
"73015",2022-06-05,"WASHINGTON",3768
"73016",2022-06-06,"WASHINGTON",3772
"73017",2022-06-07,"WASHINGTON",3777
"73018",2022-06-08,"WASHINGTON",3780
"73019",2022-06-09,"WASHINGTON",3781
"73020",2022-06-10,"WASHINGTON",3781
"73021",2022-06-11,"WASHINGTON",3782
"73022",2022-06-12,"WASHINGTON",3784
"73023",2022-06-13,"WASHINGTON",3787
"73024",2022-06-14,"WASHINGTON",3788
"73025",2022-06-15,"WASHINGTON",3789
"73026",2022-06-16,"WASHINGTON",3792
"73027",2022-06-17,"WASHINGTON",3797
"73028",2022-06-18,"WASHINGTON",3800
"73029",2022-06-19,"WASHINGTON",3803
"73030",2022-06-20,"WASHINGTON",3805
"73031",2022-06-21,"WASHINGTON",3806
"73032",2022-06-22,"WASHINGTON",3807
"73033",2022-06-23,"WASHINGTON",3809
"73034",2022-06-24,"WASHINGTON",3812
"73035",2022-06-25,"WASHINGTON",3817
"73036",2022-06-26,"WASHINGTON",3826
"73037",2022-06-27,"WASHINGTON",3832
"73038",2022-06-28,"WASHINGTON",3872
"73039",2022-06-29,"WASHINGTON",3873
"73040",2022-06-30,"WASHINGTON",3875
"73041",2022-07-01,"WASHINGTON",3880
"73042",2022-07-02,"WASHINGTON",3884
"73043",2022-07-03,"WASHINGTON",3888
"73044",2022-07-04,"WASHINGTON",3889
"73045",2022-07-05,"WASHINGTON",3895
"73046",2022-07-06,"WASHINGTON",3903
"73047",2022-07-07,"WASHINGTON",3908
"73048",2022-07-08,"WASHINGTON",3913
"73049",2022-07-09,"WASHINGTON",3915
"73050",2022-07-10,"WASHINGTON",3918
"73051",2022-07-11,"WASHINGTON",3923
"73052",2022-07-12,"WASHINGTON",3932
"73053",2022-07-13,"WASHINGTON",3935
"73054",2022-07-14,"WASHINGTON",3946
"73055",2022-07-15,"WASHINGTON",3949
"73056",2022-07-16,"WASHINGTON",3954
"73057",2022-07-17,"WASHINGTON",3956
"73058",2022-07-18,"WASHINGTON",3961
"73059",2022-07-19,"WASHINGTON",3969
"73060",2022-07-20,"WASHINGTON",3978
"73061",2022-07-21,"WASHINGTON",3985
"73062",2022-07-22,"WASHINGTON",3987
"73063",2022-07-23,"WASHINGTON",3990
"73064",2022-07-24,"WASHINGTON",3992
"73065",2022-07-25,"WASHINGTON",3999
"73066",2022-07-26,"WASHINGTON",4002
"73067",2022-07-27,"WASHINGTON",4004
"73068",2022-07-28,"WASHINGTON",4007
"73069",2022-07-29,"WASHINGTON",4009
"73070",2022-07-30,"WASHINGTON",4009
"73071",2022-07-31,"WASHINGTON",4016
"73072",2022-08-01,"WASHINGTON",4018
"73073",2022-08-02,"WASHINGTON",4022
"73074",2022-08-03,"WASHINGTON",4027
"73075",2022-08-04,"WASHINGTON",4031
"73076",2022-08-05,"WASHINGTON",4037
"73077",2022-08-06,"WASHINGTON",4039
"73078",2022-08-07,"WASHINGTON",4040
"73079",2022-08-08,"WASHINGTON",4042
"73080",2022-08-09,"WASHINGTON",4045
"73081",2022-08-10,"WASHINGTON",4046
"73082",2022-08-11,"WASHINGTON",4048
"73083",2022-08-12,"WASHINGTON",4048
"73084",2022-08-13,"WASHINGTON",4050
"73085",2022-08-14,"WASHINGTON",4050
"73086",2022-08-15,"WASHINGTON",4053
"73087",2022-08-16,"WASHINGTON",4068
"73088",2022-08-17,"WASHINGTON",4086
"73089",2022-08-18,"WASHINGTON",4087
"73090",2022-08-19,"WASHINGTON",4089
"73091",2022-08-20,"WASHINGTON",4094
"73092",2022-08-21,"WASHINGTON",4096
"73093",2022-08-22,"WASHINGTON",4100
"73094",2022-08-23,"WASHINGTON",4102
"73095",2022-08-24,"WASHINGTON",4105
"73096",2022-08-25,"WASHINGTON",4108
"73097",2022-08-26,"WASHINGTON",4110
"73098",2022-08-27,"WASHINGTON",4110
"73099",2022-08-28,"WASHINGTON",4112
"73100",2022-08-29,"WASHINGTON",4117
"73101",2022-08-30,"WASHINGTON",4119
"73102",2022-08-31,"WASHINGTON",4119
"73103",2022-09-01,"WASHINGTON",4123
"73104",2022-09-02,"WASHINGTON",4127
"73105",2022-09-03,"WASHINGTON",4128
"73106",2022-09-04,"WASHINGTON",4132
"73107",2022-09-05,"WASHINGTON",4133
"73108",2022-09-06,"WASHINGTON",4137
"73109",2022-09-07,"WASHINGTON",4140
"73110",2022-09-08,"WASHINGTON",4141
"73111",2022-09-09,"WASHINGTON",4141
"73112",2022-09-10,"WASHINGTON",4141
"73113",2022-09-11,"WASHINGTON",4141
"73114",2022-09-12,"WASHINGTON",4143
"73115",2022-09-13,"WASHINGTON",4144
"73116",2022-09-14,"WASHINGTON",4145
"73117",2022-09-15,"WASHINGTON",4148
"73118",2022-09-16,"WASHINGTON",4148
"73119",2022-09-17,"WASHINGTON",4150
"73120",2022-09-18,"WASHINGTON",4152
"73121",2022-09-19,"WASHINGTON",4155
"73122",2022-09-20,"WASHINGTON",4156
"73123",2022-09-21,"WASHINGTON",4157
"73124",2022-09-22,"WASHINGTON",4157
"73125",2022-09-23,"WASHINGTON",4157
"73126",2022-09-24,"WASHINGTON",4157
"73127",2022-09-25,"WASHINGTON",4158
"73128",2022-09-26,"WASHINGTON",4160
"73129",2022-09-27,"WASHINGTON",4161
"73130",2022-09-28,"WASHINGTON",4161
"73131",2022-09-29,"WASHINGTON",4162
"73132",2022-09-30,"WASHINGTON",4162
"73133",2022-10-01,"WASHINGTON",4163
"73134",2022-10-02,"WASHINGTON",4165
"73135",2022-10-03,"WASHINGTON",4166
"73136",2022-10-04,"WASHINGTON",4168
"73137",2022-10-05,"WASHINGTON",4168
"73138",2022-10-06,"WASHINGTON",4169
"73139",2022-10-07,"WASHINGTON",4169
"73140",2022-10-08,"WASHINGTON",4171
"73141",2022-10-09,"WASHINGTON",4173
"73142",2022-10-10,"WASHINGTON",4173
"73143",2022-10-11,"WASHINGTON",4174
"73144",2022-10-12,"WASHINGTON",4175
"73145",2022-10-13,"WASHINGTON",4175
"73146",2022-10-14,"WASHINGTON",4175
"73147",2022-10-15,"WASHINGTON",4177
"73148",2022-10-16,"WASHINGTON",4177
"73149",2022-10-17,"WASHINGTON",4178
"73150",2022-10-18,"WASHINGTON",4179
"73151",2022-10-19,"WASHINGTON",4179
"73152",2022-10-20,"WASHINGTON",4179
"73153",2022-10-21,"WASHINGTON",4179
"73154",2022-10-22,"WASHINGTON",4179
"73155",2022-10-23,"WASHINGTON",4179
"73156",2022-10-24,"WASHINGTON",4179
"73157",2022-10-25,"WASHINGTON",4179
"73158",2022-10-26,"WASHINGTON",4179
"73159",2022-10-27,"WASHINGTON",4179
"73160",2022-10-28,"WASHINGTON",4181
"73161",2022-10-29,"WASHINGTON",4183
"73162",2022-10-30,"WASHINGTON",4183
"73163",2022-10-31,"WASHINGTON",4184
"73164",2022-11-01,"WASHINGTON",4185
"73165",2022-11-02,"WASHINGTON",4186
"73166",2022-11-03,"WASHINGTON",4186
"73167",2022-11-04,"WASHINGTON",4186
"73168",2022-11-05,"WASHINGTON",4186
"73169",2022-11-06,"WASHINGTON",4186
"73170",2022-11-07,"WASHINGTON",4187
"73171",2022-11-08,"WASHINGTON",4189
"73172",2022-11-09,"WASHINGTON",4189
"73173",2022-11-10,"WASHINGTON",4189
"73174",2022-11-11,"WASHINGTON",4189
"73175",2022-11-12,"WASHINGTON",4189
"73176",2022-11-13,"WASHINGTON",4189
"73177",2022-11-14,"WASHINGTON",4191
"73178",2022-11-15,"WASHINGTON",4191
"73179",2022-11-16,"WASHINGTON",4191
"73180",2022-11-17,"WASHINGTON",4191
"73181",2022-11-18,"WASHINGTON",4191
"73182",2022-11-19,"WASHINGTON",4191
"73183",2022-11-20,"WASHINGTON",4191
"73184",2022-11-21,"WASHINGTON",4191
"73185",2022-11-22,"WASHINGTON",4192
"73186",2022-11-23,"WASHINGTON",4193
"73187",2022-11-24,"WASHINGTON",4193
"73188",2022-11-25,"WASHINGTON",4194
"73189",2022-11-26,"WASHINGTON",4194
"73190",2022-11-27,"WASHINGTON",4194
"73191",2022-11-28,"WASHINGTON",4197
"73192",2022-11-29,"WASHINGTON",4203
"73193",2022-11-30,"WASHINGTON",4207
"73194",2022-12-01,"WASHINGTON",4211
"73195",2022-12-02,"WASHINGTON",4216
"73196",2022-12-03,"WASHINGTON",4218
"73197",2022-12-04,"WASHINGTON",4218
"73198",2022-12-05,"WASHINGTON",4221
"73199",2022-12-06,"WASHINGTON",4221
"73200",2022-12-07,"WASHINGTON",4229
"73201",2022-12-08,"WASHINGTON",4229
"73202",2022-12-09,"WASHINGTON",4232
"73203",2022-12-10,"WASHINGTON",4234
"73204",2022-12-11,"WASHINGTON",4235
"73205",2022-12-12,"WASHINGTON",4236
"73206",2022-12-13,"WASHINGTON",4240
"73207",2022-12-14,"WASHINGTON",4242
"73208",2022-12-15,"WASHINGTON",4248
"73209",2022-12-16,"WASHINGTON",4249
"73210",2022-12-17,"WASHINGTON",4249
"73211",2022-12-18,"WASHINGTON",4249
"73212",2022-12-19,"WASHINGTON",4253
"73213",2022-12-20,"WASHINGTON",4257
"73214",2022-12-21,"WASHINGTON",4259
"73215",2022-12-22,"WASHINGTON",4260
"73216",2022-12-23,"WASHINGTON",4261
"73217",2022-12-24,"WASHINGTON",4262
"73218",2022-12-25,"WASHINGTON",4263
"73219",2022-12-26,"WASHINGTON",4264
"73220",2022-12-27,"WASHINGTON",4273
"73221",2022-12-28,"WASHINGTON",4274
"73222",2022-12-29,"WASHINGTON",4278
"73223",2022-12-30,"WASHINGTON",4280
"73224",2022-12-31,"WASHINGTON",4282
"73225",2023-01-01,"WASHINGTON",4283
"73226",2023-01-02,"WASHINGTON",4285
"73227",2023-01-03,"WASHINGTON",4289
"73228",2023-01-04,"WASHINGTON",4290
"73229",2023-01-05,"WASHINGTON",4304
"73230",2023-01-06,"WASHINGTON",4308
"73231",2023-01-07,"WASHINGTON",4309
"73232",2023-01-08,"WASHINGTON",4309
"73233",2023-01-09,"WASHINGTON",4313
"73234",2023-01-10,"WASHINGTON",4315
"73235",2023-01-11,"WASHINGTON",4318
"73236",2023-01-12,"WASHINGTON",4320
"73237",2023-01-13,"WASHINGTON",4321
"73238",2023-01-14,"WASHINGTON",4321
"73239",2023-01-15,"WASHINGTON",4321
"73240",2023-01-16,"WASHINGTON",4322
"73241",2023-01-17,"WASHINGTON",4327
"73242",2023-01-18,"WASHINGTON",4328
"73243",2023-01-19,"WASHINGTON",4329
"73244",2023-01-20,"WASHINGTON",4330
"73245",2023-01-21,"WASHINGTON",4330
"73246",2023-01-22,"WASHINGTON",4330
"73247",2023-01-23,"WASHINGTON",4333
"73248",2023-01-24,"WASHINGTON",4333
"73249",2023-01-25,"WASHINGTON",4335
"73250",2023-01-26,"WASHINGTON",4339
"73251",2023-01-27,"WASHINGTON",4343
"73252",2023-01-28,"WASHINGTON",4345
"73253",2023-01-29,"WASHINGTON",4355
"73254",2023-01-30,"WASHINGTON",4357
"73255",2023-01-31,"WASHINGTON",4357
"73256",2020-01-01,"WILCOX",0
"73257",2020-01-02,"WILCOX",0
"73258",2020-01-03,"WILCOX",0
"73259",2020-01-04,"WILCOX",0
"73260",2020-01-05,"WILCOX",0
"73261",2020-01-06,"WILCOX",0
"73262",2020-01-07,"WILCOX",0
"73263",2020-01-08,"WILCOX",0
"73264",2020-01-09,"WILCOX",0
"73265",2020-01-10,"WILCOX",0
"73266",2020-01-11,"WILCOX",0
"73267",2020-01-12,"WILCOX",0
"73268",2020-01-13,"WILCOX",0
"73269",2020-01-14,"WILCOX",0
"73270",2020-01-15,"WILCOX",0
"73271",2020-01-16,"WILCOX",0
"73272",2020-01-17,"WILCOX",0
"73273",2020-01-18,"WILCOX",0
"73274",2020-01-19,"WILCOX",0
"73275",2020-01-20,"WILCOX",0
"73276",2020-01-21,"WILCOX",0
"73277",2020-01-22,"WILCOX",0
"73278",2020-01-23,"WILCOX",0
"73279",2020-01-24,"WILCOX",0
"73280",2020-01-25,"WILCOX",0
"73281",2020-01-26,"WILCOX",0
"73282",2020-01-27,"WILCOX",0
"73283",2020-01-28,"WILCOX",0
"73284",2020-01-29,"WILCOX",0
"73285",2020-01-30,"WILCOX",0
"73286",2020-01-31,"WILCOX",0
"73287",2020-02-01,"WILCOX",0
"73288",2020-02-02,"WILCOX",0
"73289",2020-02-03,"WILCOX",0
"73290",2020-02-04,"WILCOX",0
"73291",2020-02-05,"WILCOX",0
"73292",2020-02-06,"WILCOX",0
"73293",2020-02-07,"WILCOX",0
"73294",2020-02-08,"WILCOX",0
"73295",2020-02-09,"WILCOX",0
"73296",2020-02-10,"WILCOX",0
"73297",2020-02-11,"WILCOX",0
"73298",2020-02-12,"WILCOX",0
"73299",2020-02-13,"WILCOX",0
"73300",2020-02-14,"WILCOX",0
"73301",2020-02-15,"WILCOX",0
"73302",2020-02-16,"WILCOX",0
"73303",2020-02-17,"WILCOX",0
"73304",2020-02-18,"WILCOX",0
"73305",2020-02-19,"WILCOX",0
"73306",2020-02-20,"WILCOX",0
"73307",2020-02-21,"WILCOX",0
"73308",2020-02-22,"WILCOX",0
"73309",2020-02-23,"WILCOX",0
"73310",2020-02-24,"WILCOX",0
"73311",2020-02-25,"WILCOX",0
"73312",2020-02-26,"WILCOX",0
"73313",2020-02-27,"WILCOX",0
"73314",2020-02-28,"WILCOX",0
"73315",2020-02-29,"WILCOX",0
"73316",2020-03-01,"WILCOX",0
"73317",2020-03-02,"WILCOX",0
"73318",2020-03-03,"WILCOX",0
"73319",2020-03-04,"WILCOX",0
"73320",2020-03-05,"WILCOX",0
"73321",2020-03-06,"WILCOX",0
"73322",2020-03-07,"WILCOX",0
"73323",2020-03-08,"WILCOX",0
"73324",2020-03-09,"WILCOX",0
"73325",2020-03-10,"WILCOX",0
"73326",2020-03-11,"WILCOX",0
"73327",2020-03-12,"WILCOX",0
"73328",2020-03-13,"WILCOX",0
"73329",2020-03-14,"WILCOX",0
"73330",2020-03-15,"WILCOX",0
"73331",2020-03-16,"WILCOX",1
"73332",2020-03-17,"WILCOX",1
"73333",2020-03-18,"WILCOX",3
"73334",2020-03-19,"WILCOX",3
"73335",2020-03-20,"WILCOX",3
"73336",2020-03-21,"WILCOX",3
"73337",2020-03-22,"WILCOX",3
"73338",2020-03-23,"WILCOX",3
"73339",2020-03-24,"WILCOX",3
"73340",2020-03-25,"WILCOX",3
"73341",2020-03-26,"WILCOX",3
"73342",2020-03-27,"WILCOX",5
"73343",2020-03-28,"WILCOX",5
